price;min_to_metro;region_of_moscow;total_area;living_area;floor;number_of_floors;construction_year;build_age ;is_new;is_apartments;ceiling_height;number_of_rooms;link
14 900 000,00;8;SAR;40,2;18,9;24;25;2018;6;0;0;2,7;1;https://www.cian.ru/sale/flat/298878638/
14 900 000,00;5;WAR;35,7;11,2;16;33;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/296614283/
14 900 000,00;4;NEAR;44,5;37,5;5;9;1975;49;0;0;2,64;2;https://www.cian.ru/sale/flat/299871569/
14 900 000,00;4;SEAR;55;30,4;5;12;2002;22;0;0;2,64;2;https://www.cian.ru/sale/flat/298228405/
14 900 000,00;3;EAR;63,2;46,7;1;9;1976;48;0;0;2,64;4;https://www.cian.ru/sale/flat/300026356/
14 900 000,00;3;SEAR;74;43;11;19;2010;14;0;0;3;3;https://www.cian.ru/sale/flat/299292844/
14 900 000,00;1;SWAR;32;17;4;9;1970;54;0;0;2,58;1;https://www.cian.ru/sale/flat/300833544/
14 924 263,00;10;WAR;49,8;37,5;11;25;2021;3;1;0;2,63;2;https://www.cian.ru/sale/flat/300605458/
14 945 920,00;14;WAR;38,6;10,9;24;33;2023;1;1;0;2,7;1;https://www.cian.ru/sale/flat/297434023/
14 950 000,00;16;WAR;38,1;19;3;17;1993;31;0;0;2,7;1;https://www.cian.ru/sale/flat/300891715/
14 950 000,00;15;NEAR;78;43,7;1;12;1981;43;0;0;3;4;https://www.cian.ru/sale/flat/298459827/
14 950 000,00;9;NAR;54,4;37,5;5;5;1959;65;0;0;2,75;3;https://www.cian.ru/sale/flat/291812213/
14 950 000,00;6;SAR;54;37,5;2;18;2021;3;0;0;2,8;2;https://www.cian.ru/sale/flat/299479879/
14 976 000,00;6;NWAR;37,79;37,5;11;18;2022;2;1;1;3;2;https://www.cian.ru/sale/flat/292547823/
14 980 000,00;20;NWAR;48;15;4;19;2023;1;0;0;3;1;https://www.cian.ru/sale/flat/300148604/
14 983 798,00;6;NEAR;41,3;37,5;3;33;2020;4;1;0;2,63;1;https://www.cian.ru/sale/flat/300298451/
14 983 854,00;20;NEAR;37,5;37,5;5;22;2021;3;1;0;2,65;1;https://www.cian.ru/sale/flat/298401390/
14 990 000,00;16;EAR;54;36;7;12;1987;37;0;0;3;2;https://www.cian.ru/sale/flat/298803552/
14 990 000,00;14;SWAR;35,3;37,5;6;12;1974;50;0;0;2,64;1;https://www.cian.ru/sale/flat/299990269/
14 990 000,00;14;SWAR;40;23,3;9;12;1969;55;0;0;2,6;2;https://www.cian.ru/sale/flat/300774268/
14 990 000,00;14;NEAR;51,1;37,5;5;17;2023;1;0;1;3;2;https://www.cian.ru/sale/flat/299059276/
14 990 000,00;5;NAR;43;28;5;5;1959;65;0;0;2,5;2;https://www.cian.ru/sale/flat/300057821/
14 999 000,00;20;NWAR;51;28;4;25;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/299293091/
14 999 000,00;7;WAR;41;20;2;12;1974;50;0;0;2,64;1;https://www.cian.ru/sale/flat/298517952/
14 999 000,00;3;WAR;35,2;20;4;5;1961;63;0;0;2,7;1;https://www.cian.ru/sale/flat/299146321/
14 999 900,00;14;SWAR;58,5;29,4;9;14;2008;16;0;0;2,64;2;https://www.cian.ru/sale/flat/298038160/
14 999 999,00;14;SAR;63,5;39,1;9;9;1972;52;0;0;2,64;3;https://www.cian.ru/sale/flat/296199584/
15 000 000,00;20;NWAR;38,1;12,8;23;27;2023;1;0;0;3;1;https://www.cian.ru/sale/flat/300345102/
15 000 000,00;20;NWAR;60;37,5;1;16;1977;47;0;0;2,64;2;https://www.cian.ru/sale/flat/300213900/
15 000 000,00;17;SWAR;62,7;46,3;3;9;1972;52;0;0;3;4;https://www.cian.ru/sale/flat/299731947/
15 000 000,00;16;SWAR;33;37,5;4;9;1964;60;0;0;2,64;1;https://www.cian.ru/sale/flat/299495592/
15 000 000,00;16;WAR;64;46,2;9;9;1970;54;0;0;2,64;4;https://www.cian.ru/sale/flat/297772053/
15 000 000,00;15;NAR;58,8;42,5;2;5;1967;57;0;0;4,5;3;https://www.cian.ru/sale/flat/299765160/
15 000 000,00;13;CAR;39,1;25;10;12;1978;46;0;0;2,64;1;https://www.cian.ru/sale/flat/300961532/
15 000 000,00;13;WAR;53,6;37,5;7;16;1979;45;0;0;2,64;2;https://www.cian.ru/sale/flat/299561244/
15 000 000,00;11;NAR;35;37,5;4;9;2021;3;0;0;2,95;2;https://www.cian.ru/sale/flat/300001735/
15 000 000,00;11;NEAR;36,4;19,3;12;14;1971;53;0;0;2,7;1;https://www.cian.ru/sale/flat/300295957/
15 000 000,00;11;NEAR;39,1;11,7;20;32;2023;1;0;0;2,75;1;https://www.cian.ru/sale/flat/300067352/
15 000 000,00;9;EAR;36,46;37,5;16;33;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/298292536/
15 000 000,00;9;WAR;47,3;33,5;6;12;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/300849139/
15 000 000,00;8;CAR;32,8;37,5;11;12;1966;58;0;0;2,64;1;https://www.cian.ru/sale/flat/298085850/
15 000 000,00;8;NWAR;55,5;37,5;1;4;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/299765157/
15 000 000,00;8;NEAR;63;46,3;3;9;1979;45;0;0;2,6;4;https://www.cian.ru/sale/flat/298220970/
15 000 000,00;7;SAR;59,7;43,1;2;9;1970;54;0;0;2,64;3;https://www.cian.ru/sale/flat/297636835/
15 000 000,00;6;CAR;27;19;2;6;1928;96;0;1;3,1;1;https://www.cian.ru/sale/flat/292654290/
15 000 000,00;6;WAR;46,8;24,4;17;24;2018;6;0;0;2,65;1;https://www.cian.ru/sale/flat/300829361/
15 000 000,00;5;NEAR;31,7;20,1;1;5;1962;62;0;0;2,64;1;https://www.cian.ru/sale/flat/300487094/
15 000 000,00;5;NAR;33,8;15;17;17;2018;6;0;0;3;1;https://www.cian.ru/sale/flat/299989219/
15 000 000,00;5;WAR;40,8;28,8;8;14;1974;50;0;0;3;2;https://www.cian.ru/sale/flat/300099334/
15 000 000,00;4;SEAR;40;20;2;7;2008;16;0;0;3,4;1;https://www.cian.ru/sale/flat/277942686/
15 000 000,00;4;NWAR;45;37,5;5;5;1964;60;0;0;2,5;2;https://www.cian.ru/sale/flat/299945354/
15 000 000,00;2;SAR;40,2;37,5;4;17;1972;52;0;0;2,64;1;https://www.cian.ru/sale/flat/299525163/
15 100 000,00;13;EAR;58,4;31,5;5;5;1958;66;0;0;3;2;https://www.cian.ru/sale/flat/300540008/
15 100 000,00;5;NAR;41;18;3;16;1983;41;0;0;2,6;1;https://www.cian.ru/sale/flat/299997376/
15 100 000,00;5;NAR;50;32,4;6;31;2022;2;0;0;2,85;2;https://www.cian.ru/sale/flat/299447787/
15 100 000,00;3;WAR;55,1;33,7;2;5;1959;65;0;0;3;2;https://www.cian.ru/sale/flat/298195728/
15 136 800,00;9;EAR;35,7;11,2;33;33;2023;1;1;0;2,6;1;https://www.cian.ru/sale/flat/286097747/
15 146 733,00;6;WAR;50,1;37,5;18;25;2021;3;1;0;2,63;2;https://www.cian.ru/sale/flat/299449835/
15 150 000,00;10;WAR;31;15;5;5;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/296556180/
15 177 043,00;4;EAR;36,33;18,4;6;29;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/298055156/
15 180 000,00;18;NWAR;29,2;14,3;8;16;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/299064211/
15 190 000,00;5;NWAR;37;20;4;21;2002;22;0;0;3;1;https://www.cian.ru/sale/flat/300384806/
15 199 980,00;13;WAR;49,7;37,5;3;9;1970;54;0;0;2,64;2;https://www.cian.ru/sale/flat/300691649/
15 200 000,00;19;NEAR;48;37,5;1;12;1973;51;0;0;2,64;2;https://www.cian.ru/sale/flat/300253528/
15 200 000,00;18;WAR;43,7;37,5;26;30;2019;5;0;0;3,02;2;https://www.cian.ru/sale/flat/294213944/
15 200 000,00;17;NAR;35,2;20;12;12;1967;57;0;0;2,64;1;https://www.cian.ru/sale/flat/300948330/
15 200 000,00;16;SEAR;62,2;37,5;8;9;1969;55;0;0;2,64;4;https://www.cian.ru/sale/flat/300197305/
15 200 000,00;12;NEAR;44,5;37,5;5;9;1968;56;0;0;2,64;2;https://www.cian.ru/sale/flat/298559075/
15 200 000,00;9;EAR;33;17;6;9;1965;59;0;0;2,6;1;https://www.cian.ru/sale/flat/300989405/
15 200 000,00;7;NEAR;36,39;14;15;24;2020;4;1;0;3;1;https://www.cian.ru/sale/flat/296210002/
15 269 184,00;25;WAR;32;12,2;2;33;2023;1;1;0;2,62;1;https://www.cian.ru/sale/flat/300679647/
15 272 858,00;16;NAR;59,6;29,7;3;14;2023;1;1;0;2,84;2;https://www.cian.ru/sale/flat/297033498/
15 290 000,00;12;EAR;45;37,5;6;12;1968;56;0;0;2,64;2;https://www.cian.ru/sale/flat/298925476/
15 299 000,00;19;NEAR;47;30;15;15;2018;6;0;0;2,7;2;https://www.cian.ru/sale/flat/300472670/
15 300 000,00;15;WAR;71;50;3;16;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/300523749/
15 300 000,00;13;NAR;40;12;14;22;2023;1;0;0;3;1;https://www.cian.ru/sale/flat/299966367/
15 300 000,00;10;EAR;40;37,5;13;33;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/298751444/
15 300 000,00;9;EAR;45,8;21,4;10;14;2004;20;0;0;2,8;1;https://www.cian.ru/sale/flat/292545798/
15 300 000,00;7;SWAR;63,5;47;2;9;1977;47;0;0;2,64;4;https://www.cian.ru/sale/flat/297284429/
15 300 000,00;5;NEAR;61,5;33,3;16;16;2003;21;0;0;2,64;2;https://www.cian.ru/sale/flat/300176483/
15 300 000,00;4;EAR;74,6;55,7;1;14;1971;53;0;0;2,64;4;https://www.cian.ru/sale/flat/290838053/
15 300 000,00;3;NWAR;34;22;3;9;1972;52;0;0;2,64;2;https://www.cian.ru/sale/flat/300109245/
15 300 000,00;3;NEAR;40;12;13;22;2022;2;0;0;3;1;https://www.cian.ru/sale/flat/296383358/
15 328 800,00;11;EAR;36;10,6;33;33;2023;1;1;0;2,6;1;https://www.cian.ru/sale/flat/288566684/
15 333 570,00;5;WAR;51,3;37,5;3;25;2021;3;1;0;2,63;2;https://www.cian.ru/sale/flat/299449765/
15 336 216,00;30;WAR;32,4;9,5;5;33;2024;0;1;0;2,62;1;https://www.cian.ru/sale/flat/300762628/
15 338 234,00;30;WAR;32,6;9,4;31;33;2023;1;1;0;2,62;1;https://www.cian.ru/sale/flat/300679495/
15 340 292,00;10;SEAR;38,9;10,9;31;33;2023;1;1;0;2,67;1;https://www.cian.ru/sale/flat/293849362/
15 350 000,00;4;WAR;57;37;3;5;1957;67;0;0;3;2;https://www.cian.ru/sale/flat/300707466/
15 375 000,00;18;NWAR;41,5;14,3;13;21;2023;1;0;0;3;1;https://www.cian.ru/sale/flat/300499412/
15 377 189,00;6;NWAR;46,93;37,5;16;18;2022;2;1;1;4,5;3;https://www.cian.ru/sale/flat/295137054/
15 382 197,00;5;WAR;51,7;37,5;24;25;2021;3;1;0;2,63;2;https://www.cian.ru/sale/flat/299508962/
15 392 669,00;24;SEAR;45,8;12,5;13;23;2023;1;1;0;2,62;1;https://www.cian.ru/sale/flat/300680003/
15 400 000,00;5;NEAR;56,3;37,5;10;22;2009;15;0;0;2,8;2;https://www.cian.ru/sale/flat/299280221/
15 400 000,00;4;NAR;32;37,5;6;15;2018;6;0;1;3;1;https://www.cian.ru/sale/flat/298939258/
15 400 000,00;4;SWAR;41,9;22;17;22;2007;17;0;0;3;1;https://www.cian.ru/sale/flat/299724639/
15 410 798,00;16;NAR;59,5;29,7;13;13;2023;1;1;0;2,84;2;https://www.cian.ru/sale/flat/297032975/
15 451 876,00;26;SAR;42,3;22;2;11;2024;0;1;0;2,97;1;https://www.cian.ru/sale/flat/288140316/
15 471 700,00;12;WAR;47,9;34,5;4;21;2020;4;1;1;3,3;2;https://www.cian.ru/sale/flat/299137381/
15 490 000,00;6;SEAR;40,9;10,5;14;25;2018;6;0;0;2,8;2;https://www.cian.ru/sale/flat/299322359/
15 499 000,00;7;CAR;36,8;19,3;11;16;1975;49;0;0;2,6;1;https://www.cian.ru/sale/flat/300045498/
15 499 000,00;6;NAR;49,4;38,5;9;33;2024;0;0;0;2,8;2;https://www.cian.ru/sale/flat/300122473/
15 500 000,00;20;WAR;58;30;1;5;1957;67;0;0;3;2;https://www.cian.ru/sale/flat/300895376/
15 500 000,00;19;NWAR;53,3;31,9;11;16;2019;5;0;0;2,6;2;https://www.cian.ru/sale/flat/299591930/
15 500 000,00;17;EAR;68,1;50,1;2;9;1973;51;0;0;2,5;4;https://www.cian.ru/sale/flat/298758515/
15 500 000,00;17;EAR;68,1;50,1;2;9;1973;51;0;0;2,6;4;https://www.cian.ru/sale/flat/299648038/
15 500 000,00;16;WAR;35;37,5;12;15;1969;55;0;0;2,64;1;https://www.cian.ru/sale/flat/294632911/
15 500 000,00;14;WAR;51,3;31,1;4;16;2019;5;0;0;2,5;2;https://www.cian.ru/sale/flat/300209343/
15 500 000,00;14;SAR;60,5;37,5;2;17;2000;24;0;0;2,7;2;https://www.cian.ru/sale/flat/300888953/
15 500 000,00;12;SWAR;38;37,5;7;9;1962;62;0;0;2,64;2;https://www.cian.ru/sale/flat/299496399/
15 500 000,00;12;SEAR;38,8;15;18;20;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300551345/
15 500 000,00;11;SWAR;70;45;12;12;1967;57;0;0;2,8;3;https://www.cian.ru/sale/flat/296664650/
15 500 000,00;10;CAR;36;19;7;12;1974;50;0;0;2,64;1;https://www.cian.ru/sale/flat/299241650/
15 500 000,00;10;NAR;39,3;11,2;4;6;2019;5;0;1;3,2;1;https://www.cian.ru/sale/flat/294768332/
15 500 000,00;9;EAR;52,7;37,5;6;12;1985;39;0;0;3;2;https://www.cian.ru/sale/flat/298725493/
15 500 000,00;9;EAR;65;45;8;9;1968;56;0;0;2,64;4;https://www.cian.ru/sale/flat/301084769/
15 500 000,00;8;NWAR;42;19;17;25;2008;16;0;0;2,8;1;https://www.cian.ru/sale/flat/297471744/
15 500 000,00;6;CAR;33,6;19;2;9;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/299055856/
15 500 000,00;6;EAR;52;30;8;12;1986;38;0;0;3;2;https://www.cian.ru/sale/flat/300659824/
15 500 000,00;5;WAR;27;37,5;6;14;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300935784/
15 500 000,00;5;NWAR;34,6;13,5;19;25;2024;0;1;0;3;1;https://www.cian.ru/sale/flat/295269605/
15 500 000,00;5;NEAR;52;30,3;10;14;1994;30;0;0;3;2;https://www.cian.ru/sale/flat/300576198/
15 500 000,00;4;SAR;62;46;2;9;1971;53;0;0;2,64;4;https://www.cian.ru/sale/flat/298679810/
15 500 000,00;4;EAR;63;46,3;4;9;1971;53;0;0;2,64;4;https://www.cian.ru/sale/flat/301065204/
15 500 000,00;3;SWAR;44,5;37,5;4;9;1972;52;0;0;2,64;2;https://www.cian.ru/sale/flat/300860737/
15 500 000,00;2;NEAR;36,3;25,1;14;15;2020;4;0;1;3;1;https://www.cian.ru/sale/flat/299027298/
15 510 000,00;9;CAR;34;27;2;5;1903;121;0;1;3,3;1;https://www.cian.ru/sale/flat/300551096/
15 550 000,00;19;SEAR;50,1;37,5;3;16;1986;38;0;0;3;2;https://www.cian.ru/sale/flat/297903439/
15 550 000,00;19;SEAR;50,1;28,2;3;16;1986;38;0;0;2,48;2;https://www.cian.ru/sale/flat/300552142/
15 550 000,00;10;SEAR;54,5;31,9;10;16;1977;47;0;0;2,64;2;https://www.cian.ru/sale/flat/286749798/
15 550 000,00;9;CAR;35,6;20,3;1;12;1980;44;0;0;2,65;1;https://www.cian.ru/sale/flat/300011260/
15 550 000,00;9;WAR;38;37,5;9;17;1984;40;0;0;2,64;1;https://www.cian.ru/sale/flat/296688010/
15 550 000,00;7;NWAR;42;22;17;18;2000;24;0;0;3;1;https://www.cian.ru/sale/flat/300813614/
15 579 050,00;5;WAR;52,9;37,5;3;25;2021;3;1;0;2,63;2;https://www.cian.ru/sale/flat/299508963/
15 600 000,00;20;WAR;65,4;39,2;19;21;2020;4;1;1;3;2;https://www.cian.ru/sale/flat/290875925/
15 600 000,00;19;NAR;56,1;37,5;2;16;2021;3;0;0;2,63;2;https://www.cian.ru/sale/flat/298485263/
15 600 000,00;16;NAR;58;37,5;30;34;2024;0;0;0;2,64;3;https://www.cian.ru/sale/flat/300004652/
15 600 000,00;15;EAR;42;13,4;20;21;2022;2;0;1;3;1;https://www.cian.ru/sale/flat/300943049/
15 600 000,00;15;SWAR;68;37,5;2;9;1978;46;0;0;3;4;https://www.cian.ru/sale/flat/295849880/
15 600 000,00;5;SAR;59;41;4;9;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/294928648/
15 600 000,00;4;SAR;50,9;20,7;7;33;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/297150148/
15 600 000,00;3;CAR;35,1;37,5;12;12;1969;55;0;0;3;1;https://www.cian.ru/sale/flat/300873918/
15 607 088,00;30;WAR;34;14;21;33;2024;0;1;0;2,62;1;https://www.cian.ru/sale/flat/300679252/
15 621 827,00;10;WAR;53,6;37,5;2;25;2021;3;1;0;2,63;2;https://www.cian.ru/sale/flat/300605455/
15 625 394,00;10;WAR;51,4;37,5;12;25;2021;3;1;0;2,63;2;https://www.cian.ru/sale/flat/299449791/
15 650 000,00;8;WAR;35,6;37,5;30;32;2022;2;0;0;2,62;2;https://www.cian.ru/sale/flat/286524902/
15 650 000,00;6;SEAR;64;43,9;7;9;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/299072474/
15 680 000,00;11;SAR;46,1;28,7;8;9;1974;50;0;0;2,64;2;https://www.cian.ru/sale/flat/298942262/
15 700 000,00;12;SEAR;38,8;17,4;18;20;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300600848/
15 700 000,00;11;SEAR;65;40;19;25;2018;6;0;0;2,8;2;https://www.cian.ru/sale/flat/296364346/
15 700 000,00;9;NEAR;37,1;20,2;11;16;1982;42;0;0;2,7;1;https://www.cian.ru/sale/flat/299208022/
15 700 000,00;9;WAR;63,1;46,5;5;9;1969;55;0;0;2,64;4;https://www.cian.ru/sale/flat/300807144/
15 700 000,00;5;WAR;26,9;13,4;8;14;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300650861/
15 700 000,00;5;WAR;39,8;37,5;3;15;2024;0;1;1;2,7;2;https://www.cian.ru/sale/flat/298664704/
15 700 000,00;5;NWAR;48,2;14,1;8;19;2023;1;0;0;3;2;https://www.cian.ru/sale/flat/299117210/
15 727 500,00;29;EAR;37,5;10,4;29;33;2023;1;1;0;2,6;1;https://www.cian.ru/sale/flat/271786256/
15 731 763,00;10;WAR;51,8;37,5;13;25;2021;3;1;0;2,63;2;https://www.cian.ru/sale/flat/299449809/
15 768 716,00;6;NAR;62,9;37,9;3;15;2023;1;1;0;2,84;4;https://www.cian.ru/sale/flat/299656016/
15 800 000,00;19;NEAR;60;37,5;19;25;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/300601398/
15 800 000,00;18;NWAR;38,1;18,2;24;25;2009;15;0;0;3;1;https://www.cian.ru/sale/flat/300774778/
15 800 000,00;17;SWAR;42;37,5;7;9;1967;57;0;0;2,64;2;https://www.cian.ru/sale/flat/298429447/
15 800 000,00;17;SEAR;47,73;37,5;7;21;2024;0;1;1;3;2;https://www.cian.ru/sale/flat/298189595/
15 800 000,00;17;SWAR;56;41;1;10;1961;63;0;0;2,64;3;https://www.cian.ru/sale/flat/300936698/
15 800 000,00;16;NEAR;40;27;1;14;2022;2;0;0;3;1;https://www.cian.ru/sale/flat/300329735/
15 800 000,00;14;SAR;43;17;3;35;2022;2;1;0;3,1;1;https://www.cian.ru/sale/flat/300666380/
15 800 000,00;12;SEAR;36,8;18;3;9;1962;62;0;0;3;1;https://www.cian.ru/sale/flat/298255017/
15 800 000,00;5;NEAR;75,1;51,7;1;12;1976;48;0;0;2,64;4;https://www.cian.ru/sale/flat/295858075/
15 800 000,00;3;NAR;43;31,3;4;8;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/285616997/
15 836 476,00;6;WAR;54,1;37,5;2;25;2021;3;1;0;2,63;2;https://www.cian.ru/sale/flat/300889122/
15 850 000,00;11;EAR;45;37,5;2;17;2023;1;0;0;3;2;https://www.cian.ru/sale/flat/299104201/
15 870 000,00;9;NAR;45;27;5;5;1960;64;0;0;2,75;2;https://www.cian.ru/sale/flat/300900545/
15 890 000,00;5;SWAR;44,9;19,8;18;24;2003;21;0;0;2,78;1;https://www.cian.ru/sale/flat/300871933/
15 899 000,00;3;SEAR;38,1;20;5;15;2023;1;0;0;3;1;https://www.cian.ru/sale/flat/297903207/
15 900 000,00;19;SEAR;31,2;37,5;10;22;2023;1;1;0;3,1;1;https://www.cian.ru/sale/flat/300601414/
15 900 000,00;19;SAR;44,35;37,5;3;15;2024;0;1;0;2,7;2;https://www.cian.ru/sale/flat/298396891/
15 900 000,00;18;NEAR;49,1;22,8;4;18;2023;1;0;1;2,7;2;https://www.cian.ru/sale/flat/300206682/
15 900 000,00;15;NAR;55,1;43;1;5;1960;64;0;0;2,6;3;https://www.cian.ru/sale/flat/300651633/
15 900 000,00;12;NEAR;62,7;46,3;1;9;1968;56;0;0;2,64;4;https://www.cian.ru/sale/flat/294249196/
15 900 000,00;11;NWAR;29,5;11,4;18;41;2021;3;1;0;3,2;1;https://www.cian.ru/sale/flat/299241123/
15 900 000,00;11;SEAR;39,8;37,5;4;21;2021;3;0;0;3;2;https://www.cian.ru/sale/flat/300565552/
15 900 000,00;10;SWAR;45;37,5;2;9;1972;52;0;0;2,64;2;https://www.cian.ru/sale/flat/299812487/
15 900 000,00;7;SEAR;57,6;39,6;7;9;1969;55;0;0;2,5;3;https://www.cian.ru/sale/flat/299722553/
15 900 000,00;5;SWAR;53;28;8;14;1995;29;0;0;2,64;2;https://www.cian.ru/sale/flat/300474914/
15 900 000,00;4;SAR;40,6;18,9;15;23;2015;9;0;0;2,7;1;https://www.cian.ru/sale/flat/298021901/
15 900 000,00;4;SWAR;55;14;23;23;2019;5;0;1;6,5;2;https://www.cian.ru/sale/flat/299523719/
15 900 000,00;3;SWAR;63;46,5;5;9;1977;47;0;0;3;4;https://www.cian.ru/sale/flat/300468576/
15 900 000,00;3;SEAR;64;47;6;9;1969;55;0;0;2,64;4;https://www.cian.ru/sale/flat/297769984/
15 900 000,00;2;NAR;47;20;11;33;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/300617244/
15 915 910,00;29;EAR;37,3;11,2;29;33;2023;1;1;0;2,6;1;https://www.cian.ru/sale/flat/286291553/
15 950 000,00;22;WAR;37,4;14;20;30;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300113747/
15 950 000,00;14;NWAR;28;14,6;25;41;2024;0;1;0;3,2;1;https://www.cian.ru/sale/flat/296680746/
15 950 000,00;13;WAR;53;32,8;6;14;1968;56;0;0;2,7;2;https://www.cian.ru/sale/flat/297079796/
15 950 000,00;9;NWAR;61,8;40,1;1;9;1995;29;0;0;2,65;2;https://www.cian.ru/sale/flat/300397344/
15 950 000,00;7;SEAR;49,7;25;3;8;1959;65;0;0;3;1;https://www.cian.ru/sale/flat/300622311/
15 956 781,00;30;WAR;32,3;9,8;33;34;2023;1;1;0;2,62;1;https://www.cian.ru/sale/flat/300679325/
15 961 450,00;4;EAR;35,3;20,2;6;29;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/298055188/
15 970 000,00;5;WAR;39,3;11,9;1;33;2023;1;1;0;2,7;1;https://www.cian.ru/sale/flat/297360580/
15 974 666,00;24;WAR;31,8;10,4;18;21;2023;1;1;0;2,74;1;https://www.cian.ru/sale/flat/279592040/
15 978 137,00;11;NWAR;35;10;13;17;2014;10;0;0;2,75;1;https://www.cian.ru/sale/flat/300251102/
15 981 280,00;10;WAR;53,2;37,5;3;25;2021;3;1;0;2,63;2;https://www.cian.ru/sale/flat/299449819/
15 990 000,00;16;SAR;45,9;20;21;21;2006;18;0;0;2,78;1;https://www.cian.ru/sale/flat/300334903/
15 990 000,00;13;NWAR;65,2;45,8;6;9;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/299738414/
15 990 000,00;7;SWAR;45;37,5;8;9;1971;53;0;0;2,5;2;https://www.cian.ru/sale/flat/300807361/
15 990 000,00;6;NAR;47;37,5;11;33;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/300221936/
15 990 000,00;5;NWAR;43;37,5;5;9;1967;57;0;0;2,64;2;https://www.cian.ru/sale/flat/298726692/
15 990 000,00;3;WAR;40;20;4;14;1998;26;0;0;2,8;1;https://www.cian.ru/sale/flat/299778170/
15 999 000,00;17;SAR;44,45;13,7;5;12;2024;0;1;0;3;1;https://www.cian.ru/sale/flat/299855973/
15 999 990,00;13;NAR;58,2;33,7;13;16;2019;5;0;0;2,7;2;https://www.cian.ru/sale/flat/299027484/
16 000 000,00;19;WAR;42;21;4;12;2023;1;0;0;3;1;https://www.cian.ru/sale/flat/300860664/
16 000 000,00;18;SEAR;48,8;20,3;21;25;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/300383611/
16 000 000,00;17;SEAR;41,1;13,5;23;30;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300319816/
16 000 000,00;16;SAR;47;30;8;9;1973;51;0;0;2,64;2;https://www.cian.ru/sale/flat/299862540/
16 000 000,00;15;SWAR;54,2;24,4;6;21;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/298735725/
16 000 000,00;15;SAR;54,5;32,2;10;17;1988;36;0;0;2,64;2;https://www.cian.ru/sale/flat/300574973/
16 000 000,00;14;NAR;35,6;12,3;8;21;2024;0;1;1;3,2;1;https://www.cian.ru/sale/flat/299511473/
16 000 000,00;12;WAR;41,9;21,5;19;19;2022;2;0;0;2,72;1;https://www.cian.ru/sale/flat/300703424/
16 000 000,00;11;SEAR;45,2;25;3;30;2023;1;0;0;3;1;https://www.cian.ru/sale/flat/299063844/
16 000 000,00;11;SEAR;76,1;53,4;2;5;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/284604248/
16 000 000,00;9;WAR;47,4;24,4;19;25;2017;7;0;0;3;1;https://www.cian.ru/sale/flat/300667031/
16 000 000,00;9;NWAR;50,8;37,5;13;16;2019;5;0;0;2,6;2;https://www.cian.ru/sale/flat/299325584/
16 000 000,00;9;SAR;82,2;41,8;13;20;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/293948906/
16 000 000,00;8;SEAR;45;37,5;4;9;1969;55;0;0;2,64;2;https://www.cian.ru/sale/flat/300621745/
16 000 000,00;8;NWAR;65;45;6;9;1967;57;0;0;2,64;4;https://www.cian.ru/sale/flat/299554948/
16 000 000,00;6;NEAR;62,9;47;8;9;1969;55;0;0;2,64;4;https://www.cian.ru/sale/flat/301068786/
16 000 000,00;5;NWAR;62,7;46,3;6;9;1967;57;0;0;2,64;4;https://www.cian.ru/sale/flat/301046963/
16 059 038,00;6;NAR;68,3;35,6;6;15;2023;1;1;0;2,84;4;https://www.cian.ru/sale/flat/299656059/
16 100 000,00;8;NWAR;33;16;6;23;2023;1;0;0;3;1;https://www.cian.ru/sale/flat/299962346/
16 100 000,00;4;CAR;47,2;28,4;8;12;1968;56;0;0;2,6;2;https://www.cian.ru/sale/flat/300684401/
16 105 292,00;6;NWAR;49,59;44,6;20;22;2022;2;1;1;3;2;https://www.cian.ru/sale/flat/292582406/
16 150 000,00;2;NAR;55,5;44;2;5;1962;62;0;0;2,8;3;https://www.cian.ru/sale/flat/296226599/
