price;min_to_metro;region_of_moscow;total_area;living_area;floor;number_of_floors;construction_year;build_age ;is_new;is_apartments;ceiling_height;number_of_rooms;link
30 900 000,00;20;NWAR;65;28;23;25;2022;2;0;0;3;3;https://www.cian.ru/sale/flat/299649081/
30 900 000,00;15;NAR;41,9;26,9;12;41;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/297726343/
30 900 000,00;2;NEAR;63,3;37,5;7;15;2021;3;0;1;3;2;https://www.cian.ru/sale/flat/289970462/
30 917 340,00;2;NAR;67,6;34,6;10;21;2023;1;1;1;3,15;3;https://www.cian.ru/sale/flat/300229498/
30 978 000,00;14;WAR;79,3;48;26;27;2022;2;0;0;2,95;4;https://www.cian.ru/sale/flat/300507433/
30 979 903,00;5;CAR;69;35;10;14;1981;43;0;0;3;2;https://www.cian.ru/sale/flat/295069648/
30 990 000,00;10;SWAR;72;48;8;8;1960;64;0;0;3;3;https://www.cian.ru/sale/flat/300266387/
30 990 000,00;9;NWAR;116,7;54,9;5;7;2003;21;0;0;3,05;4;https://www.cian.ru/sale/flat/277909011/
30 990 000,00;1;WAR;82,5;56;15;39;2022;2;0;0;3,1;3;https://www.cian.ru/sale/flat/299857029/
30 997 904,00;4;SEAR;67,7;50,5;14;30;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/300759046/
30 999 000,00;17;WAR;56,4;37,5;27;41;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/300728987/
31 000 000,00;26;WAR;46,5;25,1;18;25;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/299739632/
31 000 000,00;21;SAR;78,48;37,3;6;14;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/296389966/
31 000 000,00;18;WAR;49,6;37,5;6;23;2020;4;0;0;3;2;https://www.cian.ru/sale/flat/300520944/
31 000 000,00;17;WAR;47;15;7;18;2022;2;0;0;3,1;1;https://www.cian.ru/sale/flat/297195040/
31 000 000,00;16;NWAR;67,1;37,5;11;43;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/293909175/
31 000 000,00;15;NWAR;70,6;37,5;9;13;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/297095390/
31 000 000,00;14;SAR;68;37,5;3;14;2018;6;0;0;3;3;https://www.cian.ru/sale/flat/295055352/
31 000 000,00;12;CAR;76,1;37,5;1;5;1958;66;0;0;3;4;https://www.cian.ru/sale/flat/296561070/
31 000 000,00;10;SWAR;43;37,5;3;22;2020;4;0;0;3;2;https://www.cian.ru/sale/flat/281277308/
31 000 000,00;10;WAR;58,5;29,1;4;25;2007;17;0;0;2,8;2;https://www.cian.ru/sale/flat/298572082/
31 000 000,00;9;NWAR;72;29;3;21;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/300836686/
31 000 000,00;8;NWAR;58,3;37,5;4;12;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/297999260/
31 000 000,00;8;WAR;82,5;50;15;37;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/298483604/
31 000 000,00;7;WAR;46;26;14;24;2021;3;0;0;3,1;2;https://www.cian.ru/sale/flat/299655879/
31 000 000,00;7;SWAR;66,5;37,5;26;34;2023;1;0;0;3;2;https://www.cian.ru/sale/flat/298322864/
31 000 000,00;5;NAR;55,6;37,5;16;24;2017;7;0;0;3,1;2;https://www.cian.ru/sale/flat/300007514/
31 000 000,00;5;NWAR;59,4;35,7;14;43;2023;1;1;0;3;3;https://www.cian.ru/sale/flat/297765120/
31 000 000,00;3;CAR;71;52,2;1;4;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/297980242/
31 043 096,00;4;SAR;59,1;37,5;5;6;2023;1;1;0;3,15;2;https://www.cian.ru/sale/flat/300800419/
31 044 068,00;7;SAR;60,3;29,3;30;40;2023;1;1;0;3,15;2;https://www.cian.ru/sale/flat/293203948/
31 073 840,00;19;SEAR;63,2;29,7;22;22;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/300165805/
31 079 570,00;6;NAR;103,2;37,5;2;33;2024;0;1;1;2,7;3;https://www.cian.ru/sale/flat/298464071/
31 079 570,00;6;NAR;103,2;73;2;12;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/298617205/
31 100 000,00;7;NEAR;74,3;43;10;17;2010;14;0;0;2,74;3;https://www.cian.ru/sale/flat/300348071/
31 116 980,00;19;SEAR;91,4;41,1;13;30;2024;0;1;0;2,87;3;https://www.cian.ru/sale/flat/300575553/
31 122 705,00;19;SAR;63,3;37,5;8;8;2024;0;1;0;2,97;2;https://www.cian.ru/sale/flat/298310713/
31 137 876,00;9;NWAR;69,3;37,5;34;47;2023;1;1;0;3,05;2;https://www.cian.ru/sale/flat/296745557/
31 171 960,00;19;SEAR;69,7;29,3;21;22;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/300165822/
31 200 000,00;16;EAR;100;66;8;22;2006;18;0;0;2,7;4;https://www.cian.ru/sale/flat/300936817/
31 200 000,00;15;NWAR;97;63,5;3;5;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/288176588/
31 200 000,00;8;WAR;82,5;50;15;31;2021;3;0;0;3,1;3;https://www.cian.ru/sale/flat/298067788/
31 200 000,00;2;NEAR;51,3;37,5;6;25;2021;3;1;1;3;2;https://www.cian.ru/sale/flat/291247009/
31 243 224,00;11;NWAR;73,8;35,6;18;19;2023;1;1;0;2,85;3;https://www.cian.ru/sale/flat/285041180/
31 267 474,00;5;WAR;58,48;37,5;2;57;2024;0;1;0;2,9;2;https://www.cian.ru/sale/flat/290790439/
31 296 766,00;4;SEAR;93,8;50,4;2;30;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/286542382/
31 300 000,00;4;CAR;76,1;55,6;5;12;1965;59;0;0;2,64;4;https://www.cian.ru/sale/flat/300170073/
31 345 564,00;17;SEAR;90,6;44,4;12;30;2024;0;1;0;2,87;3;https://www.cian.ru/sale/flat/300575241/
31 350 680,00;19;SEAR;70,1;32,7;16;21;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/300165810/
31 374 890,00;19;SEAR;70,9;32,7;14;21;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/300165809/
31 400 000,00;7;WAR;71,3;37,5;29;38;2021;3;0;0;3;3;https://www.cian.ru/sale/flat/299415131/
31 400 000,00;6;SWAR;96;64;3;17;2002;22;0;0;2,64;4;https://www.cian.ru/sale/flat/300386614/
31 437 720,00;5;SWAR;62,6;37,5;32;34;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/300673469/
31 448 757,00;5;WAR;56,77;37,5;35;57;2024;0;1;0;2,9;1;https://www.cian.ru/sale/flat/282209266/
31 470 250,00;24;WAR;87,5;43,2;5;21;2023;1;1;0;2,74;3;https://www.cian.ru/sale/flat/297097522/
31 500 000,00;17;NWAR;60,3;35,3;17;44;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/295416267/
31 500 000,00;16;NAR;98,6;63,6;11;22;2007;17;0;0;2,8;3;https://www.cian.ru/sale/flat/293760884/
31 500 000,00;15;SAR;66,4;37,5;14;46;2023;1;0;0;3;2;https://www.cian.ru/sale/flat/296690119/
31 500 000,00;13;NAR;40,5;37,5;9;42;2022;2;0;0;3,1;1;https://www.cian.ru/sale/flat/300584442/
31 500 000,00;12;SEAR;70;37,5;2;27;2019;5;0;0;3,2;2;https://www.cian.ru/sale/flat/299577441/
31 500 000,00;11;NWAR;92,6;37,5;10;21;2020;4;0;0;3;3;https://www.cian.ru/sale/flat/297267996/
31 500 000,00;10;NAR;40;37,5;2;21;2020;4;0;0;3;1;https://www.cian.ru/sale/flat/273670298/
31 500 000,00;9;CAR;75;35;9;10;1933;91;0;0;3;2;https://www.cian.ru/sale/flat/300539774/
31 500 000,00;8;NAR;38,8;37,5;2;21;2020;4;0;0;3,1;2;https://www.cian.ru/sale/flat/300029504/
31 500 000,00;8;WAR;77,5;37,5;7;20;2020;4;0;0;3,1;2;https://www.cian.ru/sale/flat/297930843/
31 500 000,00;7;CAR;54;34;3;5;1926;98;0;0;3,2;2;https://www.cian.ru/sale/flat/299673217/
31 500 000,00;5;NWAR;77;57;36;36;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/299028984/
31 500 000,00;4;SAR;63,1;37,5;7;42;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/291004661/
31 500 000,00;4;SAR;63,1;37,5;8;42;2023;1;0;0;3;2;https://www.cian.ru/sale/flat/300422113/
31 500 000,00;4;WAR;68,8;52;12;12;2022;2;0;1;3,6;3;https://www.cian.ru/sale/flat/296898956/
31 500 000,00;4;SEAR;106,5;73;6;6;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/300302895/
31 500 000,00;3;SWAR;96;45;16;16;2004;20;0;0;2,8;4;https://www.cian.ru/sale/flat/295855135/
31 500 000,00;2;NAR;47;19,9;2;17;2023;1;0;1;3,28;1;https://www.cian.ru/sale/flat/300577876/
31 500 000,00;1;NAR;47;37,5;2;8;2019;5;0;1;3,28;2;https://www.cian.ru/sale/flat/297734703/
31 513 160,00;5;SAR;76,67;52,6;24;26;2023;1;1;0;2,87;3;https://www.cian.ru/sale/flat/284858721/
31 520 784,00;10;NAR;74,1;37,5;33;43;2023;1;1;0;4,2;2;https://www.cian.ru/sale/flat/272090911/
31 535 521,00;4;NEAR;75,8;37,5;14;15;2021;3;1;1;3;2;https://www.cian.ru/sale/flat/292035501/
31 547 360,00;16;NWAR;52,3;29,4;14;24;2023;1;1;0;3,15;2;https://www.cian.ru/sale/flat/292613405/
31 560 000,00;10;WAR;99,2;71,2;2;5;1956;68;0;0;2,8;4;https://www.cian.ru/sale/flat/299671312/
31 560 000,00;4;WAR;93,4;60;3;29;2022;2;1;1;3;3;https://www.cian.ru/sale/flat/293723590/
31 596 373,00;10;NAR;74,1;37,5;35;43;2023;1;1;0;4,2;2;https://www.cian.ru/sale/flat/293391924/
31 600 000,00;7;CAR;70;37,5;8;9;2020;4;0;1;3,5;3;https://www.cian.ru/sale/flat/296712767/
31 633 073,00;24;SAR;64,2;32,4;11;16;2023;1;1;0;3,15;2;https://www.cian.ru/sale/flat/293204033/
31 640 000,00;4;NWAR;81,6;37,5;14;47;2021;3;0;0;3,1;3;https://www.cian.ru/sale/flat/295154475/
31 650 000,00;15;WAR;50,8;14,7;8;14;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/296277718/
31 658 683,00;5;SAR;73,2;37,5;6;24;2023;1;1;0;3,15;2;https://www.cian.ru/sale/flat/300712731/
31 686 840,00;9;WAR;89,9;55,5;7;30;2023;1;1;0;3,3;3;https://www.cian.ru/sale/flat/299583573/
31 697 000,00;9;NEAR;87;37,5;23;27;2022;2;1;0;3;3;https://www.cian.ru/sale/flat/294033560/
31 700 000,00;13;CAR;69;37,5;24;44;2018;6;0;1;3;3;https://www.cian.ru/sale/flat/296139192/
31 700 000,00;12;CAR;69;37;24;44;2018;6;0;1;3;3;https://www.cian.ru/sale/flat/290778903/
31 701 104,00;8;SWAR;68,3;37,5;16;25;2024;0;1;0;3,17;2;https://www.cian.ru/sale/flat/298403126/
31 727 850,00;8;CAR;46,9;37,5;13;13;2013;11;1;1;3,15;1;https://www.cian.ru/sale/flat/297286562/
31 729 560,00;19;SEAR;69,7;29,3;22;22;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/300165826/
31 735 858,00;19;SEAR;91,6;41,1;24;30;2024;0;1;0;2,87;3;https://www.cian.ru/sale/flat/300575562/
31 800 000,00;11;WAR;46;37,5;3;26;2021;3;0;0;3,1;2;https://www.cian.ru/sale/flat/282641368/
31 800 000,00;4;NWAR;56;37,5;25;47;2021;3;0;0;3,1;2;https://www.cian.ru/sale/flat/297561369/
31 845 511,00;19;SAR;69,2;37,5;2;12;2024;0;1;0;2,97;2;https://www.cian.ru/sale/flat/300228448/
31 850 000,00;15;WAR;58;36;7;25;2017;7;0;1;3;2;https://www.cian.ru/sale/flat/300840991/
31 866 943,00;4;SAR;63,86;40,5;26;26;2023;1;1;0;2,87;2;https://www.cian.ru/sale/flat/297878514/
31 895 498,00;4;NWAR;80,59;39,1;2;52;2024;0;1;0;2,85;3;https://www.cian.ru/sale/flat/299067053/
31 900 000,00;13;SAR;51,3;37,5;12;16;2023;1;0;0;3;2;https://www.cian.ru/sale/flat/300221231/
31 900 000,00;12;NEAR;63,1;37,5;2;22;2019;5;0;0;2,8;2;https://www.cian.ru/sale/flat/300061309/
31 900 000,00;11;WAR;54;30;5;10;1941;83;0;0;3,2;2;https://www.cian.ru/sale/flat/300635638/
31 900 000,00;10;SEAR;69;32;3;14;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/300487108/
31 900 000,00;9;CAR;60;42,7;5;5;1926;98;0;0;3;3;https://www.cian.ru/sale/flat/298880124/
31 900 000,00;8;WAR;78,6;55,6;7;29;2022;2;0;0;3,15;3;https://www.cian.ru/sale/flat/300777586/
31 900 000,00;5;NWAR;56,2;28,9;12;29;2023;1;0;0;3;2;https://www.cian.ru/sale/flat/294247460/
31 900 000,00;2;WAR;52,3;37,5;5;9;1968;56;0;0;2,8;2;https://www.cian.ru/sale/flat/300338512/
31 920 000,00;5;WAR;133;80;14;24;2016;8;0;0;3;4;https://www.cian.ru/sale/flat/299990216/
31 935 265,00;5;WAR;57,97;37,5;2;57;2024;0;1;0;2,9;2;https://www.cian.ru/sale/flat/282209334/
31 945 412,00;15;SAR;73,6;37,5;4;24;2023;1;1;0;3,15;2;https://www.cian.ru/sale/flat/300761685/
31 956 600,00;5;SWAR;66,3;37,5;24;34;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/300800773/
31 968 800,00;12;NEAR;71,2;53,4;3;37;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/298781520/
31 990 000,00;17;SWAR;78;50;7;8;1958;66;0;0;2,8;3;https://www.cian.ru/sale/flat/299237500/
31 999 000,00;4;WAR;84;33;7;31;2022;2;0;0;3,1;2;https://www.cian.ru/sale/flat/298161869/
31 999 440,00;16;NWAR;52,7;29,8;15;24;2023;1;1;0;3,15;2;https://www.cian.ru/sale/flat/296517754/
31 999 999,00;8;NEAR;95,5;50;4;4;2020;4;0;1;3;4;https://www.cian.ru/sale/flat/295020073/
32 000 000,00;21;NEAR;91,5;51,6;3;17;2019;5;0;0;2,7;4;https://www.cian.ru/sale/flat/294175023/
32 000 000,00;19;SAR;44;17,5;9;9;2023;1;0;0;3,5;1;https://www.cian.ru/sale/flat/300477453/
32 000 000,00;15;SWAR;100;64;16;22;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/300121501/
32 000 000,00;14;CAR;43,3;37,5;16;51;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/299460337/
32 000 000,00;14;SAR;85;62,8;8;8;2022;2;0;0;3,7;3;https://www.cian.ru/sale/flat/300666401/
32 000 000,00;13;CAR;43,4;37,5;12;15;2023;1;0;0;3,1;2;https://www.cian.ru/sale/flat/299020420/
32 000 000,00;13;SWAR;108;72;2;10;1961;63;0;0;3;4;https://www.cian.ru/sale/flat/299087875/
32 000 000,00;12;WAR;95;55;8;16;1978;46;0;0;2,7;4;https://www.cian.ru/sale/flat/300158362/
32 000 000,00;12;SWAR;105,8;37,5;1;18;2005;19;0;0;3;3;https://www.cian.ru/sale/flat/295066559/
32 000 000,00;11;SWAR;111,9;75;14;17;1997;27;0;0;2,7;4;https://www.cian.ru/sale/flat/299207571/
32 000 000,00;9;WAR;48;30;3;9;2021;3;0;0;3;2;https://www.cian.ru/sale/flat/300453414/
32 000 000,00;8;NAR;87,6;61,8;5;5;1936;88;0;0;3,2;4;https://www.cian.ru/sale/flat/295936287/
32 000 000,00;7;CAR;68;46;9;9;1941;83;0;0;3;3;https://www.cian.ru/sale/flat/240713517/
32 000 000,00;7;CAR;70;37,5;9;9;1957;67;0;0;3;3;https://www.cian.ru/sale/flat/293186399/
32 000 000,00;6;CAR;41,1;37,5;8;11;2022;2;0;1;5,7;2;https://www.cian.ru/sale/flat/288694278/
32 000 000,00;6;CAR;81,6;57,2;1;5;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/300912927/
32 000 000,00;6;WAR;109,1;60;5;22;2017;7;0;0;2,85;4;https://www.cian.ru/sale/flat/300219455/
32 000 000,00;6;NAR;111,8;37,5;2;6;1939;85;0;0;3,2;3;https://www.cian.ru/sale/flat/300646119/
32 000 000,00;5;WAR;45;20;19;23;2021;3;0;0;3,1;1;https://www.cian.ru/sale/flat/300931694/
32 000 000,00;5;CAR;50;33;1;13;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/286767663/
32 000 000,00;5;WAR;53;30;18;22;2019;5;0;0;3,1;2;https://www.cian.ru/sale/flat/294770486/
32 000 000,00;5;NWAR;57,4;31,1;21;23;2023;1;0;0;3,2;2;https://www.cian.ru/sale/flat/291856643/
32 000 000,00;5;NWAR;64;38,2;18;43;2023;1;1;0;3;3;https://www.cian.ru/sale/flat/300873457/
32 000 000,00;5;NWAR;75,6;47,1;17;36;2021;3;0;0;3,08;3;https://www.cian.ru/sale/flat/297326583/
32 000 000,00;5;WAR;100;37,5;9;12;2017;7;0;0;3;4;https://www.cian.ru/sale/flat/252511852/
32 000 000,00;5;NEAR;100;65;12;22;1990;34;0;0;2,64;4;https://www.cian.ru/sale/flat/293965333/
32 000 000,00;4;WAR;72;36,3;3;28;2021;3;0;0;3;2;https://www.cian.ru/sale/flat/300676856/
32 000 000,00;2;SEAR;67;33,1;12;23;2021;3;0;0;3;2;https://www.cian.ru/sale/flat/300222335/
32 022 800,00;12;NEAR;71,8;53,9;2;37;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/298603477/
32 075 050,00;5;WAR;56,77;37,5;33;57;2024;0;1;0;2,9;2;https://www.cian.ru/sale/flat/295072445/
32 107 152,00;5;CAR;71,4;48,2;11;13;2022;2;1;1;3,4;2;https://www.cian.ru/sale/flat/286886807/
32 139 585,00;10;WAR;93,49;61,2;12;29;2023;1;1;0;3,3;3;https://www.cian.ru/sale/flat/298365016/
32 160 000,00;13;NAR;107,2;66,1;2;22;2010;14;0;0;3,1;3;https://www.cian.ru/sale/flat/292936310/
32 200 000,00;19;WAR;79,7;45,9;17;54;2024;0;1;0;3,15;3;https://www.cian.ru/sale/flat/299559473/
32 200 000,00;5;NWAR;57;37;3;29;2019;5;0;0;3,2;2;https://www.cian.ru/sale/flat/300709110/
32 248 627,00;2;EAR;85,88;66;7;20;2024;0;1;0;3;3;https://www.cian.ru/sale/flat/297151003/
32 251 208,00;26;SAR;90,4;59;3;10;2024;0;1;0;2,97;3;https://www.cian.ru/sale/flat/297055270/
32 253 218,00;5;WAR;58,58;37,5;2;57;2024;0;1;0;2,9;2;https://www.cian.ru/sale/flat/282209330/
32 286 900,00;19;SEAR;70,2;32,7;19;21;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/300165808/
32 293 859,00;4;CAR;55,8;20,8;9;10;2024;0;1;1;3;1;https://www.cian.ru/sale/flat/295316301/
32 300 000,00;5;CAR;101,4;70,7;5;9;1958;66;0;0;3;4;https://www.cian.ru/sale/flat/293117659/
32 300 000,00;4;SAR;80;54;4;8;1958;66;0;0;3;3;https://www.cian.ru/sale/flat/296395448/
32 352 998,00;5;NWAR;85,1;39,3;3;20;2023;1;1;0;2,85;3;https://www.cian.ru/sale/flat/291372583/
32 354 169,00;5;SWAR;70,3;37,5;22;25;2024;0;1;0;3,17;2;https://www.cian.ru/sale/flat/294550013/
32 357 376,00;25;SAR;62,6;35,3;3;16;2023;1;1;0;3,15;2;https://www.cian.ru/sale/flat/293203991/
32 392 797,00;2;SWAR;69,4;37,5;17;25;2024;0;1;0;3,65;2;https://www.cian.ru/sale/flat/296518951/
32 400 000,00;6;CAR;112;79,4;11;12;2019;5;0;0;2,6;4;https://www.cian.ru/sale/flat/300656284/
32 400 000,00;6;CAR;112;79,4;10;12;2019;5;0;0;2,6;4;https://www.cian.ru/sale/flat/300656306/
32 417 493,00;25;SAR;62,3;35,3;4;16;2023;1;1;0;3,15;2;https://www.cian.ru/sale/flat/293203993/
32 450 000,00;6;WAR;56,1;30,6;17;20;2021;3;0;0;3;2;https://www.cian.ru/sale/flat/299865767/
32 463 200,00;2;NAR;81,1;50,6;3;21;2023;1;1;1;3,15;3;https://www.cian.ru/sale/flat/298000766/
32 474 550,00;19;NEAR;74,5;37,5;19;22;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/299702854/
32 490 000,00;7;CAR;57,4;37,1;6;8;1933;91;0;0;3;3;https://www.cian.ru/sale/flat/297066005/
32 500 000,00;18;WAR;51,1;37,5;14;26;2021;3;0;0;3;2;https://www.cian.ru/sale/flat/296828562/
32 500 000,00;15;NAR;87,9;37,5;2;34;2008;16;0;0;3;2;https://www.cian.ru/sale/flat/300643127/
32 500 000,00;13;SEAR;100;62,8;2;5;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/300121495/
32 500 000,00;12;NAR;40,4;20;9;41;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/294106758/
32 500 000,00;12;WAR;57;37,5;6;23;2009;15;0;0;3;2;https://www.cian.ru/sale/flat/297407466/
32 500 000,00;12;WAR;57;31;6;23;2009;15;0;0;2,8;2;https://www.cian.ru/sale/flat/299091687/
32 500 000,00;10;CAR;80;50;4;14;1984;40;0;0;2,64;3;https://www.cian.ru/sale/flat/289881261/
32 500 000,00;9;NWAR;52;37,5;30;58;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/300643505/
32 500 000,00;6;CAR;63,2;35,9;3;5;1924;100;0;0;3;2;https://www.cian.ru/sale/flat/299987374/
32 500 000,00;6;CAR;79;37,5;3;4;1917;107;0;1;3,4;3;https://www.cian.ru/sale/flat/296768539/
32 500 000,00;2;NAR;50;37,5;13;16;2023;1;0;1;3;1;https://www.cian.ru/sale/flat/298220595/
32 500 000,00;1;NAR;90;65;2;15;2016;8;0;1;3;2;https://www.cian.ru/sale/flat/298943338/
32 563 200,00;19;NEAR;76,8;57,6;2;32;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/298828200/
32 587 200,00;12;NEAR;74,4;55,8;4;37;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/298828171/
32 610 600,00;8;CAR;48,6;37,5;12;13;2013;11;1;1;3,15;1;https://www.cian.ru/sale/flat/297286565/
32 661 696,00;4;SEAR;93,8;50,4;26;30;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/298984716/
32 685 120,00;19;NEAR;77,6;37,5;7;22;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/299702838/
32 692 246,00;4;CAR;60,6;19,8;10;10;2024;0;1;1;3;1;https://www.cian.ru/sale/flat/295316290/
32 699 793,00;4;SAR;73,87;50,5;24;26;2023;1;1;0;2,87;3;https://www.cian.ru/sale/flat/284858753/
32 701 895,00;6;WAR;63;30,1;12;28;2022;2;1;0;3,12;2;https://www.cian.ru/sale/flat/298334237/
32 715 700,00;4;WAR;95,8;60,5;19;29;2022;2;1;1;3;4;https://www.cian.ru/sale/flat/289516334/
32 747 909,00;5;WAR;61,15;37,5;6;57;2024;0;1;0;2,9;2;https://www.cian.ru/sale/flat/272591263/
32 749 223,00;9;WAR;93,64;69,7;22;30;2023;1;1;0;3,3;4;https://www.cian.ru/sale/flat/297984298/
32 755 835,00;4;CAR;56,6;19,7;9;10;2024;0;1;1;3;1;https://www.cian.ru/sale/flat/295316294/
32 786 819,00;5;WAR;59,86;37,5;25;57;2024;0;1;0;2,9;2;https://www.cian.ru/sale/flat/295099517/
32 800 000,00;14;SWAR;48,73;37,5;4;17;2024;0;1;0;3,05;2;https://www.cian.ru/sale/flat/298262006/
32 800 000,00;7;WAR;66;58;40;41;2023;1;0;0;3,1;3;https://www.cian.ru/sale/flat/300803592/
32 810 400,00;12;NEAR;75,6;56,7;2;37;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/298828169/
32 890 000,00;8;WAR;86;52;20;31;2021;3;0;0;3,1;3;https://www.cian.ru/sale/flat/300208657/
32 890 000,00;8;WAR;86,1;52,2;20;35;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/298661948/
32 895 000,00;19;NEAR;77,4;58,1;2;32;2023;1;1;0;3;3;https://www.cian.ru/sale/flat/298603929/
32 899 942,00;7;WAR;91,7;39,1;7;21;2023;1;1;0;2,74;3;https://www.cian.ru/sale/flat/300346087/
32 900 000,00;12;NWAR;85,5;72,5;10;37;2018;6;0;1;3,2;3;https://www.cian.ru/sale/flat/298170119/
32 900 000,00;12;SEAR;88,9;55,4;6;9;1962;62;0;0;3;3;https://www.cian.ru/sale/flat/300668328/
32 900 000,00;8;WAR;86,5;52,2;20;39;2022;2;0;0;3,1;3;https://www.cian.ru/sale/flat/300661643/
32 900 000,00;5;WAR;49,2;37,5;12;14;2023;1;0;0;3,2;2;https://www.cian.ru/sale/flat/300512089/
32 900 000,00;5;WAR;49,2;37,5;12;14;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/299460217/
32 900 524,00;4;SAR;73,6;37,5;5;24;2023;1;1;0;3,15;2;https://www.cian.ru/sale/flat/300712729/
32 921 279,00;2;SWAR;64,3;37,5;25;25;2024;0;1;0;3,65;2;https://www.cian.ru/sale/flat/296747296/
32 929 000,00;12;NEAR;74,5;55,9;6;37;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/298828174/
32 930 240,00;8;SWAR;69,9;37,5;18;25;2024;0;1;0;3,17;2;https://www.cian.ru/sale/flat/294650709/
32 950 000,00;9;EAR;102,3;70,8;5;23;2022;2;0;0;3;4;https://www.cian.ru/sale/flat/297827675/
32 964 420,00;19;NEAR;78,9;37,5;2;22;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/299702726/
32 990 000,00;5;NWAR;65;39,4;40;44;2023;1;0;0;3,4;2;https://www.cian.ru/sale/flat/300192215/
32 993 222,00;15;SAR;73,7;37,5;7;24;2023;1;1;0;3,15;2;https://www.cian.ru/sale/flat/300761655/
32 995 000,00;13;CAR;100,7;73,4;2;5;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/286386336/
32 995 000,00;6;WAR;71;42,7;24;62;2024;0;1;0;3,1;3;https://www.cian.ru/sale/flat/300867232/
33 000 000,00;19;WAR;94;57;30;30;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/300855497/
33 000 000,00;18;SWAR;103;66;15;22;2005;19;0;0;2,64;4;https://www.cian.ru/sale/flat/295899413/
33 000 000,00;17;WAR;73,3;29,9;22;25;2021;3;0;0;3,1;2;https://www.cian.ru/sale/flat/299898801/
33 000 000,00;17;CAR;78;37,5;7;7;2021;3;0;1;3,5;2;https://www.cian.ru/sale/flat/300234401/
33 000 000,00;16;NWAR;56;37,5;10;25;2015;9;0;0;3,1;2;https://www.cian.ru/sale/flat/299138346/
33 000 000,00;16;NWAR;67,1;37,5;11;41;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/300701528/
33 000 000,00;14;SAR;65;28,7;6;15;2023;1;0;0;3,4;2;https://www.cian.ru/sale/flat/299012452/
33 000 000,00;12;NWAR;73,7;37,5;13;23;2019;5;0;1;3;2;https://www.cian.ru/sale/flat/299302048/
33 000 000,00;11;CAR;57,4;37,5;5;15;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/292945866/
33 000 000,00;11;SEAR;61,5;37,5;9;14;2023;1;1;0;3;2;https://www.cian.ru/sale/flat/298918046/
33 000 000,00;10;CAR;75,6;37,5;1;4;1900;124;0;0;3,2;2;https://www.cian.ru/sale/flat/300114983/
33 000 000,00;10;CAR;78,1;37,5;10;35;2023;1;0;0;3,1;2;https://www.cian.ru/sale/flat/297092086/
33 000 000,00;10;NAR;91,1;66,6;3;8;1955;69;0;0;3,2;4;https://www.cian.ru/sale/flat/299573780/
