price;min_to_metro;region_of_moscow;total_area;living_area;floor;number_of_floors;construction_year;is_new;is_apartments;ceiling_height;number_of_rooms;link
99000000;12;CAR;90;65;16;20;2021;0;0;3,2;3;https://www.cian.ru/sale/flat/298068249/
99000000;5;WAR;108,5;;15;19;2013;0;0;3,05;3;https://www.cian.ru/sale/flat/298499782/
99000000;5;NEAR;123;78;1;3;;0;0;;3;https://www.cian.ru/sale/flat/298002956/
99000000;14;CAR;93;74;7;24;;0;0;;3;https://www.cian.ru/sale/flat/296084770/
99000000;19;CAR;83;28;14;20;;0;0;3,25;3;https://www.cian.ru/sale/flat/299232975/
99000000;10;CAR;110,5;61;2;6;1912;0;0;3;3;https://www.cian.ru/sale/flat/295370167/
99000000;11;CAR;93;;7;20;2021;0;0;3,2;3;https://www.cian.ru/sale/flat/291318309/
99000000;28;WAR;136,5;84,6;5;12;;0;0;;4;https://www.cian.ru/sale/flat/300508999/
99000000;10;CAR;166,5;107;2;7;1913;0;0;;4;https://www.cian.ru/sale/flat/300539805/
99000000;12;CAR;90;;16;20;2021;0;0;3,2;4;https://www.cian.ru/sale/flat/298805304/
99000000;12;CAR;90;65;16;20;2021;0;0;3,2;4;https://www.cian.ru/sale/flat/299979345/
99000000;14;WAR;290,7;188;18;21;2006;0;0;3;4;https://www.cian.ru/sale/flat/299717440/
99460000;8;WAR;129,5;38,7;9;14;2023;1;0;3;3;https://www.cian.ru/sale/flat/296278219/
99500000;7;CAR;90,53;;11;21;;0;0;;3;https://www.cian.ru/sale/flat/300509439/
99700000;6;CAR;108;;9;21;2023;0;0;;3;https://www.cian.ru/sale/flat/295314997/
99800000;15;WAR;140;;14;22;2012;0;0;3;4;https://www.cian.ru/sale/flat/299761391/
99900000;13;CAR;70;;12;33;1953;0;0;3,2;2;https://www.cian.ru/sale/flat/297813183/
100000000;29;WAR;130;;22;47;2012;0;0;2,8;3;https://www.cian.ru/sale/flat/296709454/
100000000;2;WAR;152,5;;6;18;2007;0;0;3;3;https://www.cian.ru/sale/flat/285740105/
100000000;9;CAR;118;;4;14;1998;0;0;3,2;3;https://www.cian.ru/sale/flat/292984012/
100000000;4;WAR;130;84;22;55;;0;0;3,1;3;https://www.cian.ru/sale/flat/295454334/
100000000;3;CAR;168;;31;85;2016;0;1;3;3;https://www.cian.ru/sale/flat/293045810/
100000000;13;CAR;118;103,9;5;14;;0;0;;4;https://www.cian.ru/sale/flat/297543163/
100000000;8;CAR;109,7;72,6;3;3;1917;0;0;4;4;https://www.cian.ru/sale/flat/300912740/
100000000;4;WAR;130;;22;53;2012;0;0;;4;https://www.cian.ru/sale/flat/295803481/
100000000;11;WAR;185;113;12;30;2003;0;0;3,2;4;https://www.cian.ru/sale/flat/299204960/
100082519;22;SAR;155,04;79,1;1;1;2023;1;0;3;4;https://www.cian.ru/sale/flat/301052498/
100800000;6;CAR;126;;73;79;;0;1;3,9;3;https://www.cian.ru/sale/flat/283387984/
101000000;13;WAR;117;;15;44;2017;0;0;3,1;3;https://www.cian.ru/sale/flat/296195763/
101000000;7;CAR;104,55;;11;21;;0;0;;3;https://www.cian.ru/sale/flat/300509442/
101500000;3;CAR;133,2;;70;78;2020;0;1;3,9;3;https://www.cian.ru/sale/flat/291059858/
101639382;11;CAR;105,2;;1;7;2022;1;1;3,4;2;https://www.cian.ru/sale/flat/288177339/
101894074;20;SAR;142,04;74,9;46;46;2023;1;0;4,18;4;https://www.cian.ru/sale/flat/299093554/
101999000;6;CAR;99,71;44,2;9;14;;0;0;;2;https://www.cian.ru/sale/flat/300509440/
102000000;12;WAR;136,5;;8;12;2023;1;0;;3;https://www.cian.ru/sale/flat/300298619/
102000000;5;WAR;136,9;;8;12;2023;0;0;3,13;4;https://www.cian.ru/sale/flat/294221017/
102000000;28;WAR;136,9;85,8;8;12;;0;0;;4;https://www.cian.ru/sale/flat/300509130/
102000000;5;WAR;137;;8;12;2021;0;0;3,1;4;https://www.cian.ru/sale/flat/298346043/
102120000;8;WAR;125,6;55,3;12;14;2023;1;0;3;4;https://www.cian.ru/sale/flat/298402501/
102316445;11;NAR;132,1;;22;41;2021;1;0;3,1;4;https://www.cian.ru/sale/flat/301041418/
102925900;5;NWAR;149,5;61,3;3;21;2023;1;0;3,23;4;https://www.cian.ru/sale/flat/295343752/
103000000;11;CAR;99,71;44,2;9;14;;0;0;;2;https://www.cian.ru/sale/flat/300509297/
103000000;10;CAR;121;;7;16;;0;0;3,1;3;https://www.cian.ru/sale/flat/295295279/
103000000;3;CAR;124;;49;78;2020;0;1;3,9;3;https://www.cian.ru/sale/flat/292945223/
103000000;7;;115;64;2;21;2023;0;0;;3;https://www.cian.ru/sale/flat/299644232/
103000000;6;NAR;187,4;107;18;32;2005;0;0;;4;https://www.cian.ru/sale/flat/294654566/
103000000;11;WAR;131;;12;25;2021;0;0;3,1;4;https://www.cian.ru/sale/flat/291002206/
103000000;9;NAR;187,4;106,5;18;18;2006;0;0;3,2;4;https://www.cian.ru/sale/flat/291069986/
103322186;12;NWAR;134,21;72,7;21;32;2023;1;0;3,4;4;https://www.cian.ru/sale/flat/297368075/
103326600;3;CAR;101,9;;61;66;2020;1;1;3,9;3;https://www.cian.ru/sale/flat/298051555/
103412500;12;WAR;138,1;73,5;7;12;2023;1;0;3,65;3;https://www.cian.ru/sale/flat/298496128/
103501420;4;CAR;111,3;69,2;4;10;2008;0;0;;3;https://www.cian.ru/sale/flat/211521310/
103501420;9;CAR;130;80;4;13;;0;0;;3;https://www.cian.ru/sale/flat/282406814/
103787040;9;CAR;110,6;;5;21;2023;1;0;3;2;https://www.cian.ru/sale/flat/262519758/
104000000;14;SWAR;124;;17;19;;0;1;3,2;4;https://www.cian.ru/sale/flat/297952036/
104230000;28;WAR;148,9;62,8;14;14;2023;1;0;3;3;https://www.cian.ru/sale/flat/296277940/
104500000;12;CAR;118;88;3;7;2021;0;0;3,3;4;https://www.cian.ru/sale/flat/289461457/
104500000;12;CAR;118;;3;7;2021;0;0;3;4;https://www.cian.ru/sale/flat/292444828/
104500000;11;CAR;118;94;3;9;;0;0;;4;https://www.cian.ru/sale/flat/297454754/
104554824;20;SAR;144,31;83,9;46;46;2023;1;0;4,18;3;https://www.cian.ru/sale/flat/299093548/
104750000;6;CAR;78;;7;12;;0;1;;2;https://www.cian.ru/sale/flat/300509437/
104900000;8;CAR;77,2;;7;12;2014;0;0;;2;https://www.cian.ru/sale/flat/299328634/
104900000;8;CAR;78;49;7;12;2014;0;0;3,6;2;https://www.cian.ru/sale/flat/297805133/
104900000;6;CAR;78;;7;12;;0;0;;2;https://www.cian.ru/sale/flat/300509295/
104900000;7;CAR;77,2;;7;12;;0;0;;2;https://www.cian.ru/sale/flat/281705865/
105000000;1;CAR;83;;11;13;2022;0;0;3,2;2;https://www.cian.ru/sale/flat/298050415/
105000000;10;CAR;71,3;;7;12;2019;0;0;3,6;2;https://www.cian.ru/sale/flat/300593035/
105000000;9;CAR;72;;7;13;;0;0;;1;https://www.cian.ru/sale/flat/300698636/
105000000;14;CAR;96,4;76,9;36;67;2023;1;0;3,05;3;https://www.cian.ru/sale/flat/295988623/
105000000;9;CAR;120;;2;14;2013;0;0;3;3;https://www.cian.ru/sale/flat/289733284/
105000000;2;WAR;136,2;;13;15;;0;0;;3;https://www.cian.ru/sale/flat/294090489/
105000000;2;CAR;202;;37;75;2010;0;1;3;3;https://www.cian.ru/sale/flat/294369416/
105000000;8;CAR;120;96;2;4;1917;0;0;3,4;4;https://www.cian.ru/sale/flat/294265556/
105000000;12;WAR;200;81;11;21;2015;0;0;3,1;4;https://www.cian.ru/sale/flat/298062594/
105000000;3;WAR;191;;10;23;1999;0;0;3;4;https://www.cian.ru/sale/flat/287774980/
105000000;12;WAR;200;116;11;21;;0;0;2,85;4;https://www.cian.ru/sale/flat/299057601/
105000000;16;NWAR;137,1;85,3;4;19;;0;0;3;4;https://www.cian.ru/sale/flat/298609954/
106140000;9;NAR;183;146;15;18;;0;0;;3;https://www.cian.ru/sale/flat/296205791/
106290000;27;WAR;149;50,6;14;14;2023;1;0;3;3;https://www.cian.ru/sale/flat/299262086/
106491170;12;;127,9;61,8;2;12;2023;1;0;3,65;3;https://www.cian.ru/sale/flat/298028296/
106500000;3;CAR;146;81;4;12;2005;0;0;3;3;https://www.cian.ru/sale/flat/293377423/
106500000;3;CAR;136;;4;12;2005;0;0;;3;https://www.cian.ru/sale/flat/294783019/
106500000;3;CAR;146;;4;9;2005;0;0;3;3;https://www.cian.ru/sale/flat/293448196/
106500000;3;CAR;136,1;;4;12;2005;0;0;3;3;https://www.cian.ru/sale/flat/294650785/
106500000;3;CAR;143;72;4;12;2005;0;0;3;3;https://www.cian.ru/sale/flat/293653748/
106500000;3;CAR;146;81;4;12;;0;0;;3;https://www.cian.ru/sale/flat/300539700/
106605097;6;SAR;144,2;;6;6;2023;1;0;3,15;4;https://www.cian.ru/sale/flat/301068246/
106730000;5;NWAR;94,2;30,4;2;3;2023;1;1;3,1;2;https://www.cian.ru/sale/flat/300415816/
106945102;11;CAR;112,8;;2;7;2022;1;1;3,4;2;https://www.cian.ru/sale/flat/288177346/
107000000;18;CAR;90;;4;9;2019;0;0;3,2;2;https://www.cian.ru/sale/flat/300534105/
107000000;12;SAR;110;60;15;18;2017;0;0;3,5;3;https://www.cian.ru/sale/flat/292156332/
107000000;18;CAR;90;52;4;6;;0;0;3,25;3;https://www.cian.ru/sale/flat/300866247/
107000000;7;CAR;108;;9;21;2023;0;0;3;3;https://www.cian.ru/sale/flat/297358384/
107000000;19;SAR;162,6;130,4;9;9;;0;0;;4;https://www.cian.ru/sale/flat/300477449/
107235000;5;NWAR;149;82,6;5;8;2023;1;0;3,25;4;https://www.cian.ru/sale/flat/300159762/
107235000;6;NWAR;149,9;82,6;5;8;2023;1;0;3,25;4;https://www.cian.ru/sale/flat/299660843/
107276254;12;NAR;132,1;;38;41;2022;1;0;3,1;4;https://www.cian.ru/sale/flat/301041432/
107526900;6;CAR;102,7;;4;6;2017;1;1;3;2;https://www.cian.ru/sale/flat/297596634/
107890000;3;CAR;100,5;64;4;5;1910;0;0;3,3;4;https://www.cian.ru/sale/flat/297901375/
108000000;8;CAR;120;100;6;13;2013;0;1;;2;https://www.cian.ru/sale/flat/299476098/
108000000;11;CAR;108;76;3;12;2015;0;0;3,2;3;https://www.cian.ru/sale/flat/300824467/
108000000;11;CAR;108,1;75;3;12;;0;0;;3;https://www.cian.ru/sale/flat/300754049/
108000000;8;CAR;180;;9;9;1997;0;1;5,4;4;https://www.cian.ru/sale/flat/300005789/
108000000;12;CAR;119,4;;2;9;2021;0;0;3,6;4;https://www.cian.ru/sale/flat/294373044/
108153660;12;WAR;117,4;52,5;8;12;2023;1;0;3,65;3;https://www.cian.ru/sale/flat/298028295/
108206030;8;CAR;110;90;4;4;1910;0;0;4;3;https://www.cian.ru/sale/flat/198782509/
108500000;3;CAR;97;57,7;4;5;1910;0;0;3,3;4;https://www.cian.ru/sale/flat/298166662/
109000000;3;CAR;105;74,6;5;11;1937;0;0;3,2;3;https://www.cian.ru/sale/flat/296710665/
109000000;12;CAR;135,2;68,5;2;6;1914;0;0;;4;https://www.cian.ru/sale/flat/298940472/
109000000;5;CAR;221,8;;6;10;2015;0;1;3,3;4;https://www.cian.ru/sale/flat/299403207/
109213650;11;CAR;127;;3;7;2022;1;1;3,4;2;https://www.cian.ru/sale/flat/288177352/
109213650;11;CAR;127;;3;7;2022;1;1;3,4;3;https://www.cian.ru/sale/flat/288177352/
109700000;17;CAR;212;;11;24;2004;0;0;3;4;https://www.cian.ru/sale/flat/298205927/
109900000;10;CAR;123;70;2;6;1986;0;0;3;4;https://www.cian.ru/sale/flat/298068778/
110000000;8;CAR;78;46;7;12;;0;0;3,5;2;https://www.cian.ru/sale/flat/300422122/
110000000;9;CAR;94;59;5;6;2018;0;1;;2;https://www.cian.ru/sale/flat/299107582/
110000000;5;CAR;85;;63;66;2020;0;1;3,9;2;https://www.cian.ru/sale/flat/297699610/
110000000;2;CAR;186;100;35;73;;0;1;;3;https://www.cian.ru/sale/flat/283410183/
110000000;7;CAR;95;70;9;67;2023;0;0;3,1;3;https://www.cian.ru/sale/flat/298647465/
110000000;9;CAR;96;;12;14;;0;0;3,4;3;https://www.cian.ru/sale/flat/294111560/
110000000;17;SWAR;132,5;;14;20;2012;0;0;3,15;3;https://www.cian.ru/sale/flat/280420033/
110000000;9;CAR;97;67;9;21;;0;0;;3;https://www.cian.ru/sale/flat/299728876/
110000000;1;CAR;129,3;;5;8;1997;0;0;3;3;https://www.cian.ru/sale/flat/291208091/
110000000;11;CAR;135;;28;30;;0;0;3;4;https://www.cian.ru/sale/flat/299178539/
110000000;15;NAR;112,8;64;10;41;;0;0;;4;https://www.cian.ru/sale/flat/293781651/
110000000;17;SWAR;207,2;;6;16;2004;0;0;3;4;https://www.cian.ru/sale/flat/294292405/
110000000;5;CAR;160;;6;9;1911;0;0;3,4;4;https://www.cian.ru/sale/flat/300936966/
110000000;17;SWAR;207;120;6;16;2004;0;0;;4;https://www.cian.ru/sale/flat/298993032/
110000000;5;CAR;156,5;99;6;9;1911;0;0;3,4;4;https://www.cian.ru/sale/flat/298903586/
110000000;17;SWAR;207;;6;16;2004;0;0;3,2;4;https://www.cian.ru/sale/flat/299094240/
110000000;3;CAR;163;111;2;7;1914;0;0;;4;https://www.cian.ru/sale/flat/266931748/
110000000;14;WAR;217;;4;38;;0;0;;4;https://www.cian.ru/sale/flat/298144507/
110000000;8;WAR;212,7;;4;4;2004;0;0;5;4;https://www.cian.ru/sale/flat/289745351/
110000000;12;NAR;112,8;70,4;10;37;2021;0;0;;4;https://www.cian.ru/sale/flat/300417156/
110000000;4;WAR;150,7;;25;53;2012;0;0;5;4;https://www.cian.ru/sale/flat/296390761/
110000000;4;CAR;156,5;99;6;7;1911;0;0;;4;https://www.cian.ru/sale/flat/299850719/
110220000;4;CAR;100,2;;68;78;2019;1;1;3,9;3;https://www.cian.ru/sale/flat/300449729/
110500000;8;CAR;142;60;3;5;2016;0;1;3,2;3;https://www.cian.ru/sale/flat/299960510/
110530000;27;WAR;167,5;72,5;13;13;2023;1;0;3,13;4;https://www.cian.ru/sale/flat/296278075/
110584760;6;CAR;131,4;;4;7;;0;0;;3;https://www.cian.ru/sale/flat/294675252/
110761560;11;CAR;128,8;;3;7;2022;1;1;3,4;3;https://www.cian.ru/sale/flat/298164213/
111000000;4;CAR;110;75;2;5;2009;0;0;;3;https://www.cian.ru/sale/flat/237857545/
111060882;8;CAR;112,9;;10;13;2013;1;1;3,15;2;https://www.cian.ru/sale/flat/297286575/
111182375;12;NAR;131;;38;41;2022;1;0;3,1;4;https://www.cian.ru/sale/flat/301041422/
111215000;12;NEAR;171,1;128,3;35;37;2024;1;0;4,1;4;https://www.cian.ru/sale/flat/300463315/
111800000;8;CAR;157;90;4;9;1997;0;0;3,2;3;https://www.cian.ru/sale/flat/300669758/
111800000;8;CAR;160;133;4;9;1997;0;0;3,2;3;https://www.cian.ru/sale/flat/300005967/
111960930;12;WAR;117,7;52,5;7;12;2023;1;0;3,65;3;https://www.cian.ru/sale/flat/299121996/
112000000;9;CAR;126;63;3;6;2017;0;1;3,4;3;https://www.cian.ru/sale/flat/298496616/
112000000;4;WAR;152,4;117,7;40;53;2011;0;0;3,3;4;https://www.cian.ru/sale/flat/297971288/
112000000;4;WAR;152,4;;40;53;;0;0;3,3;4;https://www.cian.ru/sale/flat/298844325/
112900000;7;CAR;120,9;97,8;17;65;2023;1;0;;4;https://www.cian.ru/sale/flat/299885026/
112910640;7;CAR;68,2;;3;6;2009;0;0;3,2;3;https://www.cian.ru/sale/flat/294823138/
112930000;8;CAR;102;71;8;18;2022;0;0;3,3;3;https://www.cian.ru/sale/flat/299504460/
112981744;12;CAR;141,2;101,9;6;9;2021;1;1;3,6;4;https://www.cian.ru/sale/flat/298329528/
113000000;11;CAR;100;56,5;8;14;;0;0;;2;https://www.cian.ru/sale/flat/300509285/
113000000;9;CAR;99,71;;8;13;;0;0;;3;https://www.cian.ru/sale/flat/294553685/
113000000;9;CAR;99,71;;9;13;;0;0;;3;https://www.cian.ru/sale/flat/294374810/
113000000;11;CAR;152;90;5;5;;0;0;;3;https://www.cian.ru/sale/flat/298149867/
113300000;11;CAR;100;56,5;8;14;;0;0;;2;https://www.cian.ru/sale/flat/300509038/
113400000;8;CAR;126;80;6;13;2013;0;1;;2;https://www.cian.ru/sale/flat/299249180/
113500000;6;CAR;100;72;8;15;;0;0;;3;https://www.cian.ru/sale/flat/291697598/
113540000;28;WAR;169,2;78,6;14;14;2023;1;0;3;3;https://www.cian.ru/sale/flat/296277932/
114000000;6;CAR;99,7;;8;18;2022;0;0;3,65;3;https://www.cian.ru/sale/flat/299145698/
114000000;4;CAR;165,7;86;2;7;1998;0;0;;4;https://www.cian.ru/sale/flat/300548969/
114600000;14;CAR;120;;3;8;2023;0;0;;3;https://www.cian.ru/sale/flat/293143542/
114990000;14;;118,7;95;3;8;2023;1;0;;3;https://www.cian.ru/sale/flat/284596246/
115000000;4;CAR;117;90;5;6;2007;0;0;;2;https://www.cian.ru/sale/flat/300539780/
115000000;5;CAR;123;;51;75;2012;0;1;3,2;2;https://www.cian.ru/sale/flat/259427417/
115000000;9;CAR;91,2;;3;7;;0;1;;2;https://www.cian.ru/sale/flat/298969634/
115000000;17;SAR;124;71;12;14;2023;0;0;;3;https://www.cian.ru/sale/flat/298372126/
115000000;9;CAR;106,2;;6;6;;0;0;;3;https://www.cian.ru/sale/flat/297295342/
115000000;2;CAR;126;40;73;79;;0;1;3,9;3;https://www.cian.ru/sale/flat/294002765/
115000000;7;CAR;96;67,2;9;20;;0;0;3;3;https://www.cian.ru/sale/flat/300556446/
115000000;7;CAR;104,55;;11;21;;0;0;;3;https://www.cian.ru/sale/flat/300509023/
115000000;5;CAR;139;;4;16;2000;0;0;3;3;https://www.cian.ru/sale/flat/299338893/
115000000;5;CAR;135;79;2;8;2005;0;0;3;4;https://www.cian.ru/sale/flat/300137154/
115000000;8;CAR;192;;4;6;;0;0;3,6;4;https://www.cian.ru/sale/flat/295368854/
115000000;8;CAR;192;;4;6;1913;0;0;3;4;https://www.cian.ru/sale/flat/297256666/
115000000;5;CAR;135;;2;8;;0;0;3;4;https://www.cian.ru/sale/flat/300483482/
115000000;4;CAR;160;;5;6;2008;0;0;3,4;4;https://www.cian.ru/sale/flat/300620703/
115000000;5;CAR;135;;2;8;2005;0;0;;4;https://www.cian.ru/sale/flat/300109356/
115000000;8;CAR;115;82;4;5;1947;0;0;3,35;4;https://www.cian.ru/sale/flat/297947520/
115302000;19;NEAR;174,7;131;32;32;2023;1;0;5,85;4;https://www.cian.ru/sale/flat/298604109/
116000000;10;NWAR;198;;2;6;2005;0;0;3,4;4;https://www.cian.ru/sale/flat/300005979/
116298800;18;SWAR;174,1;;22;32;2021;1;0;3,1;3;https://www.cian.ru/sale/flat/298609355/
116660000;8;CAR;122,8;65;3;5;1886;0;1;3,1;3;https://www.cian.ru/sale/flat/281251732/
117000000;10;CAR;189,1;;4;19;1999;0;0;3,3;4;https://www.cian.ru/sale/flat/300759292/
117000000;2;CAR;163,5;104;6;6;1998;0;0;;4;https://www.cian.ru/sale/flat/300616273/
117000000;9;CAR;128,7;70;4;7;2019;0;0;3;4;https://www.cian.ru/sale/flat/290380690/
117000000;10;CAR;189,1;;4;19;1999;0;0;3,3;4;https://www.cian.ru/sale/flat/300759623/
117089718;11;CAR;123,5;;2;7;2022;1;1;3,4;2;https://www.cian.ru/sale/flat/288177343/
117500000;17;WAR;155,2;135,5;5;12;;0;0;;4;https://www.cian.ru/sale/flat/290327922/
117705000;7;CAR;123,9;57;4;5;1886;0;1;2,9;3;https://www.cian.ru/sale/flat/281253722/
118000000;10;CAR;142;;14;17;2008;0;0;3,1;3;https://www.cian.ru/sale/flat/300005888/
118000000;6;CAR;125;73;2;7;;0;0;3;3;https://www.cian.ru/sale/flat/297126142/
118000000;14;CAR;120,9;97,8;57;67;2023;1;0;3,05;4;https://www.cian.ru/sale/flat/295206400/
118000000;10;CAR;145;90,7;3;11;2012;0;0;3,1;4;https://www.cian.ru/sale/flat/296571329/
118150000;6;NWAR;107,2;32,9;2;3;2023;1;1;3,1;2;https://www.cian.ru/sale/flat/300415740/
118260000;5;NWAR;107,3;32,8;2;3;2023;1;1;3,1;3;https://www.cian.ru/sale/flat/300415769/
118300000;10;CAR;120;;4;17;;0;0;;3;https://www.cian.ru/sale/flat/299237798/
118370000;27;WAR;171,3;61,9;14;14;2023;1;0;3;3;https://www.cian.ru/sale/flat/299262088/
118450000;11;CAR;99,71;44,2;9;14;;0;0;;2;https://www.cian.ru/sale/flat/300509041/
118500000;15;WAR;257,2;;12;22;;0;0;3,5;4;https://www.cian.ru/sale/flat/299276285/
118850000;10;CAR;113,91;;11;12;;0;0;;2;https://www.cian.ru/sale/flat/300509424/
118900000;6;CAR;200,5;140;8;8;2001;0;0;3,2;4;https://www.cian.ru/sale/flat/291531568/
119000000;10;CAR;113,91;;11;12;;0;0;;2;https://www.cian.ru/sale/flat/300509284/
119000000;10;CAR;113,91;;11;12;;0;0;;2;https://www.cian.ru/sale/flat/300650832/
119000000;13;CAR;110;64;3;5;;0;0;;3;https://www.cian.ru/sale/flat/290250467/
119000000;13;CAR;111;;3;5;2022;0;0;3,6;3;https://www.cian.ru/sale/flat/298515885/
119000000;13;CAR;110;;3;5;2021;0;0;;3;https://www.cian.ru/sale/flat/291161856/
119000000;4;NWAR;217;108;9;27;2006;0;0;3,1;4;https://www.cian.ru/sale/flat/295178043/
119000000;2;CAR;168,9;87;4;6;1998;0;0;3;4;https://www.cian.ru/sale/flat/301067687/
119000000;6;CAR;190;90;7;8;2006;0;0;3,2;4;https://www.cian.ru/sale/flat/292766301/
119000000;6;CAR;200;;7;8;2001;0;0;;4;https://www.cian.ru/sale/flat/292444827/
119000000;6;CAR;201;142,5;7;8;2001;0;0;3,5;4;https://www.cian.ru/sale/flat/295284317/
119000000;6;CAR;200;;7;8;2001;0;0;3,5;4;https://www.cian.ru/sale/flat/299894967/
119300000;27;WAR;168,5;65,8;14;14;2023;1;0;3;3;https://www.cian.ru/sale/flat/299262087/
119500000;8;CAR;134;100;6;13;2013;0;1;;3;https://www.cian.ru/sale/flat/299374541/
120000000;5;CAR;77,4;49,7;2;8;2023;1;0;;2;https://www.cian.ru/sale/flat/300526235/
120000000;3;CAR;111;;2;7;2015;0;1;3,2;2;https://www.cian.ru/sale/flat/294069323/
120000000;4;WAR;63,8;;3;12;2020;0;0;;2;https://www.cian.ru/sale/flat/300472283/
120000000;5;WAR;102,2;;9;12;2021;0;0;3,4;3;https://www.cian.ru/sale/flat/300367025/
120000000;1;CAR;184;;23;76;2009;0;1;3,1;3;https://www.cian.ru/sale/flat/291161850/
120000000;10;CAR;122,6;;6;16;;0;0;;3;https://www.cian.ru/sale/flat/299844612/
120000000;7;CAR;116,8;;5;21;2022;0;0;3;3;https://www.cian.ru/sale/flat/300822468/
120000000;6;CAR;78;;4;7;2017;0;1;3,5;3;https://www.cian.ru/sale/flat/300440822/
120000000;9;CAR;177,5;82;7;10;;0;0;;3;https://www.cian.ru/sale/flat/294962431/
120000000;7;CAR;116,78;37,6;5;21;;0;0;;3;https://www.cian.ru/sale/flat/296468286/
120000000;1;CAR;185;;33;75;2009;0;1;;3;https://www.cian.ru/sale/flat/289779307/
120000000;6;CAR;78;57;4;6;;0;1;;3;https://www.cian.ru/sale/flat/299070313/
120000000;6;CAR;180;120;4;6;1914;0;0;;3;https://www.cian.ru/sale/flat/300539810/
120000000;7;CAR;116,78;;5;21;;0;0;;3;https://www.cian.ru/sale/flat/300691853/
120000000;7;CAR;116,7;;5;20;2023;0;0;;3;https://www.cian.ru/sale/flat/296202679/
120000000;8;CAR;104;;3;4;1912;0;0;;3;https://www.cian.ru/sale/flat/299052958/
120000000;7;CAR;108;;9;21;2023;0;0;3,1;3;https://www.cian.ru/sale/flat/299243737/
120000000;6;CAR;99,7;;9;18;2022;0;0;3,65;3;https://www.cian.ru/sale/flat/299143568/
120000000;14;CAR;120,1;97,1;52;67;2023;1;0;3,05;4;https://www.cian.ru/sale/flat/296401065/
120000000;3;CAR;157,3;96;5;12;2003;0;0;3,2;4;https://www.cian.ru/sale/flat/290380778/
120000000;10;NAR;213,8;;19;57;;0;0;;4;https://www.cian.ru/sale/flat/298826487/
120000000;12;WAR;150;95;13;35;2008;0;0;3;4;https://www.cian.ru/sale/flat/296044657/
120000000;8;CAR;119,1;;5;9;;0;0;;4;https://www.cian.ru/sale/flat/300697253/
120000000;2;CAR;158,4;;6;6;1998;0;0;;4;https://www.cian.ru/sale/flat/295326123/
120000000;3;CAR;162,3;;5;12;2003;0;0;3;4;https://www.cian.ru/sale/flat/278190873/
120000000;2;CAR;163,5;96;6;6;1998;0;0;3;4;https://www.cian.ru/sale/flat/297548153/
120303960;17;NWAR;118,2;74,4;42;43;2023;1;0;3,15;4;https://www.cian.ru/sale/flat/298665066/
120615000;1;CAR;93,5;;3;9;2023;1;1;;2;https://www.cian.ru/sale/flat/277035771/
120930000;;WAR;166,8;77,7;14;14;2023;1;0;3;3;https://www.cian.ru/sale/flat/299262037/
121460000;6;NWAR;107,2;32,9;3;3;2023;1;1;3,1;2;https://www.cian.ru/sale/flat/300415754/
121800000;11;CAR;87;;5;8;2021;0;1;;3;https://www.cian.ru/sale/flat/297325999/
122000000;8;CAR;119,4;73,5;2;5;2019;0;1;3;4;https://www.cian.ru/sale/flat/296272660/
122319860;10;WAR;109,8;;7;15;2008;0;0;3,35;3;https://www.cian.ru/sale/flat/294566604/
122400000;15;WAR;144;;8;11;2020;0;0;3,3;3;https://www.cian.ru/sale/flat/300330497/
123900000;5;CAR;126,7;90;2;3;1917;0;0;;4;https://www.cian.ru/sale/flat/300539716/
123900000;5;CAR;126;80;2;3;;0;0;;4;https://www.cian.ru/sale/flat/299739475/
125000000;11;CAR;100,1;38,6;5;14;;0;0;;2;https://www.cian.ru/sale/flat/300509017/
125000000;4;CAR;170;71;47;75;;0;1;;3;https://www.cian.ru/sale/flat/299290455/
125000000;11;CAR;107,11;64,4;10;14;;0;0;;3;https://www.cian.ru/sale/flat/300509299/
125000000;11;CAR;95,5;;5;32;1952;0;0;3,2;3;https://www.cian.ru/sale/flat/285581103/
125000000;3;CAR;93;69;6;7;;0;1;3,1;3;https://www.cian.ru/sale/flat/273848978/
125000000;14;CAR;115;80;5;33;1953;0;0;3,3;3;https://www.cian.ru/sale/flat/295371756/
125000000;10;NAR;169,5;;23;25;2020;0;0;3,2;4;https://www.cian.ru/sale/flat/297603832/
125000000;12;NAR;135,3;95,9;37;41;;0;0;;4;https://www.cian.ru/sale/flat/273469240/
125000000;20;NEAR;224,3;;24;25;2007;0;0;3;4;https://www.cian.ru/sale/flat/299637836/
125000000;8;CAR;172,5;105,9;7;12;2003;0;0;2,9;4;https://www.cian.ru/sale/flat/300264745/
125700000;7;CAR;116,8;;9;21;2023;0;0;3,2;3;https://www.cian.ru/sale/flat/297039409/
125730000;14;CAR;97,25;;9;15;;0;0;;2;https://www.cian.ru/sale/flat/300509441/
125740000;14;CAR;97,25;;9;15;;0;0;;2;https://www.cian.ru/sale/flat/300509296/
126000000;8;SEAR;216;152;13;16;2023;0;1;3,2;4;https://www.cian.ru/sale/flat/300227312/
126000000;3;CAR;126;;3;7;1914;0;0;3,2;4;https://www.cian.ru/sale/flat/300742307/
126000000;3;CAR;125,9;;3;7;1914;0;0;3,2;4;https://www.cian.ru/sale/flat/296521432/
