price;min_to_metro;region_of_moscow;total_area;living_area;floor;number_of_floors;construction_year;is_new;is_apartments;ceiling_height;number_of_rooms;link
26400000;8;WAR;50;15;11;20;;0;0;2,85;2;https://www.cian.ru/sale/flat/286012661/
26400000;2;CAR;39,4;;20;46;2024;1;1;2,64;1;https://www.cian.ru/sale/flat/300222041/
26400000;11;NEAR;100;64,7;11;18;1995;0;0;2,64;4;https://www.cian.ru/sale/flat/291134322/
26428000;9;NEAR;76,6;;2;27;2022;1;0;;2;https://www.cian.ru/sale/flat/294033495/
26442849;9;WAR;45,6;20,1;3;15;2022;1;0;3,12;1;https://www.cian.ru/sale/flat/298334390/
26480000;11;SAR;71,1;;4;15;;0;0;3,1;2;https://www.cian.ru/sale/flat/299068746/
26500000;6;CAR;65;25,8;2;12;1975;0;0;2,75;2;https://www.cian.ru/sale/flat/279246223/
26500000;12;NWAR;42,7;;11;21;2018;0;0;3;2;https://www.cian.ru/sale/flat/293044967/
26500000;20;SWAR;42;;12;42;2023;0;0;2,8;2;https://www.cian.ru/sale/flat/300822078/
26500000;4;WAR;45,67;;3;5;1962;0;0;2,8;2;https://www.cian.ru/sale/flat/298503716/
26500000;8;CAR;54;31;6;9;2006;0;0;2,7;2;https://www.cian.ru/sale/flat/300598940/
26500000;2;NEAR;70;36,6;2;16;2021;0;0;2,8;2;https://www.cian.ru/sale/flat/299478156/
26500000;9;CAR;50;33;7;15;;0;1;3,05;2;https://www.cian.ru/sale/flat/299284690/
26500000;12;SAR;59,1;;5;6;1934;0;0;2,8;2;https://www.cian.ru/sale/flat/293741013/
26500000;10;WAR;74;;4;17;1985;0;0;;3;https://www.cian.ru/sale/flat/300792268/
26500000;12;SWAR;72,3;45,4;8;9;2008;0;0;2,64;3;https://www.cian.ru/sale/flat/300773101/
26500000;19;SEAR;82,4;52;13;16;2023;0;0;2,7;3;https://www.cian.ru/sale/flat/299918587/
26500000;3;SEAR;110,3;69,1;8;17;1999;0;0;2,64;4;https://www.cian.ru/sale/flat/299052899/
26500000;8;NEAR;82,1;50;2;16;1978;0;0;2,64;4;https://www.cian.ru/sale/flat/300608049/
26500000;9;NEAR;100,4;64,6;11;18;;0;0;;4;https://www.cian.ru/sale/flat/285076882/
26500000;7;SWAR;82,7;53,6;19;24;2011;0;0;2,8;4;https://www.cian.ru/sale/flat/300426266/
26500000;6;WAR;81;53;28;32;2022;0;0;2,62;4;https://www.cian.ru/sale/flat/298754663/
26500000;7;SWAR;82,7;48;19;24;;0;0;;4;https://www.cian.ru/sale/flat/300194634/
26500000;7;SWAR;82,7;54;19;24;2011;0;0;2,9;4;https://www.cian.ru/sale/flat/300939763/
26501689;24;WAR;65,1;43,2;1;21;2023;1;0;4,11;2;https://www.cian.ru/sale/flat/295487321/
26550000;14;NWAR;35,4;;9;29;2021;0;1;3,2;1;https://www.cian.ru/sale/flat/300644939/
26551533;20;NEAR;76;;10;22;2021;1;0;2,79;3;https://www.cian.ru/sale/flat/295442234/
26558675;10;SWAR;104,5;44,2;6;14;2023;1;1;2,8;3;https://www.cian.ru/sale/flat/300624481/
26566750;12;WAR;89,3;38;2;21;2023;1;0;2,7;3;https://www.cian.ru/sale/flat/276703807/
26590000;19;SAR;78;53,3;2;7;1980;0;0;2,7;4;https://www.cian.ru/sale/flat/298811813/
26600000;11;EAR;70,26;;6;20;2024;1;0;;2;https://www.cian.ru/sale/flat/287925648/
26640000;11;NAR;95,6;64,4;4;5;;0;0;3,1;4;https://www.cian.ru/sale/flat/300265228/
26649000;;NWAR;56,7;;47;47;2023;1;0;3,05;2;https://www.cian.ru/sale/flat/296745635/
26650000;19;NWAR;49,4;;3;29;2023;1;0;;2;https://www.cian.ru/sale/flat/289557564/
26690000;8;SAR;71,3;;3;11;2024;1;0;;2;https://www.cian.ru/sale/flat/300575713/
26700000;16;NWAR;50,3;15,2;11;20;2015;0;0;2,7;2;https://www.cian.ru/sale/flat/300506281/
26700000;5;CAR;55,6;;2;6;;0;0;;2;https://www.cian.ru/sale/flat/300551119/
26700000;8;NAR;51,5;;8;12;2019;0;1;3,2;2;https://www.cian.ru/sale/flat/300860541/
26700000;8;WAR;50,4;16,3;3;28;2022;0;0;3,12;2;https://www.cian.ru/sale/flat/299580417/
26700000;13;NAR;103,3;64,1;20;22;;0;0;;4;https://www.cian.ru/sale/flat/300622410/
26700000;4;CAR;74;52,5;4;5;1959;0;0;3,2;4;https://www.cian.ru/sale/flat/300254550/
26723894;9;WAR;69,6;;7;21;2023;1;0;2,74;2;https://www.cian.ru/sale/flat/292213557/
26739900;2025;NWAR;37;13,5;29;29;2023;1;0;3,15;1;https://www.cian.ru/sale/flat/289786190/
26750000;7;WAR;72;41;3;43;2022;0;0;3,1;3;https://www.cian.ru/sale/flat/294615649/
26750000;12;NWAR;98,2;70,7;2;22;1999;0;0;2,66;4;https://www.cian.ru/sale/flat/296856201/
26760111;4;NWAR;64,08;33,1;47;52;2024;1;0;2,85;2;https://www.cian.ru/sale/flat/285042238/
26777340;19;SEAR;78,4;37,5;20;30;2024;1;0;2,87;3;https://www.cian.ru/sale/flat/300575558/
26790000;15;NEAR;82,3;64,7;5;20;2017;0;0;2,7;3;https://www.cian.ru/sale/flat/299454124/
26800000;11;SAR;52;;12;12;2022;0;0;4,5;2;https://www.cian.ru/sale/flat/300596715/
26800000;9;SAR;60,59;43,4;37;40;;0;0;;3;https://www.cian.ru/sale/flat/299166294/
26800000;5;NWAR;66,3;;6;25;2023;0;0;3,1;3;https://www.cian.ru/sale/flat/300738314/
26800000;13;WAR;101;65;3;25;;0;0;;4;https://www.cian.ru/sale/flat/296444221/
26864572;4;NWAR;64,52;33,1;45;52;2024;1;0;2,85;2;https://www.cian.ru/sale/flat/287511278/
26900000;9;WAR;50,1;;15;20;2022;0;0;;2;https://www.cian.ru/sale/flat/300191477/
26900000;16;WAR;70;;3;21;2015;0;1;2,85;2;https://www.cian.ru/sale/flat/297704867/
26900000;1;SWAR;55;35;20;22;2012;0;0;3,4;1;https://www.cian.ru/sale/flat/296147935/
26900000;14;SEAR;95,5;62;2;17;2005;0;0;2,64;4;https://www.cian.ru/sale/flat/300337493/
26900000;;WAR;91,1;62,1;5;17;;0;0;;4;https://www.cian.ru/sale/flat/287415733/
26978000;12;NEAR;57,4;43,1;11;37;2024;1;0;3;2;https://www.cian.ru/sale/flat/298603590/
26990000;5;SEAR;64;28;16;21;2023;1;0;;2;https://www.cian.ru/sale/flat/298113963/
26990000;4;WAR;70,5;47;3;8;1960;0;0;2,7;3;https://www.cian.ru/sale/flat/299573059/
26990000;15;NAR;120;70;2;13;;0;0;;4;https://www.cian.ru/sale/flat/295412313/
26993838;9;WAR;45,8;20,1;4;15;2022;1;0;3,12;2;https://www.cian.ru/sale/flat/298334391/
26995095;25;SAR;41,38;17,2;3;9;2023;1;0;3;1;https://www.cian.ru/sale/flat/291543569/
26999000;6;NWAR;57;30;15;16;2022;0;0;3;2;https://www.cian.ru/sale/flat/300693850/
27000000;5;NWAR;53,9;;23;23;2023;1;0;3,23;2;https://www.cian.ru/sale/flat/298988781/
27000000;5;NWAR;56,7;32,7;7;43;2023;1;0;;2;https://www.cian.ru/sale/flat/297879015/
27000000;5;NWAR;49,5;26,8;5;25;2023;1;0;;2;https://www.cian.ru/sale/flat/295279670/
27000000;8;SEAR;58;28;26;26;2023;1;0;;2;https://www.cian.ru/sale/flat/298461651/
27000000;12;NWAR;54;;21;24;2012;0;0;3,1;2;https://www.cian.ru/sale/flat/300142098/
27000000;15;SWAR;50;35;5;14;;0;1;;2;https://www.cian.ru/sale/flat/300421968/
27000000;5;NWAR;49,8;30,5;9;30;;0;0;;2;https://www.cian.ru/sale/flat/300843513/
27000000;5;NWAR;49,8;30,5;9;30;2023;0;0;3,2;2;https://www.cian.ru/sale/flat/297951633/
27000000;5;NWAR;49;30;9;30;;0;0;3,2;2;https://www.cian.ru/sale/flat/300354396/
27000000;9;NWAR;41,5;;17;33;2023;1;0;2,9;1;https://www.cian.ru/sale/flat/299943782/
27000000;6;CAR;36,2;22;8;17;1968;0;0;2;1;https://www.cian.ru/sale/flat/300812067/
27000000;9;NWAR;65,4;46;22;32;2024;1;0;3;3;https://www.cian.ru/sale/flat/300348115/
27000000;6;SAR;73;52;15;16;1982;0;0;2,64;3;https://www.cian.ru/sale/flat/299354605/
27000000;10;NWAR;63,5;;5;19;2023;0;0;2,9;3;https://www.cian.ru/sale/flat/300575961/
27000000;10;NEAR;78;45;2;35;2022;0;0;3,1;3;https://www.cian.ru/sale/flat/298346378/
27000000;4;NWAR;76,1;40,6;7;47;;0;0;;3;https://www.cian.ru/sale/flat/296751936/
27000000;9;SWAR;78,3;53,5;3;8;;0;0;;3;https://www.cian.ru/sale/flat/300548530/
27000000;13;NAR;78;56;5;17;2005;0;0;;4;https://www.cian.ru/sale/flat/300134635/
27000000;15;SEAR;105;;2;23;2005;0;0;2,64;4;https://www.cian.ru/sale/flat/300700624/
27000000;12;EAR;100;70;8;9;1956;0;0;3,2;4;https://www.cian.ru/sale/flat/297744152/
27000000;10;WAR;100,4;65;11;22;;0;0;;4;https://www.cian.ru/sale/flat/274529546/
27000000;2;NWAR;75;51,6;2;12;;0;0;;4;https://www.cian.ru/sale/flat/294782798/
27000000;10;EAR;95;;9;10;2004;0;0;2,64;4;https://www.cian.ru/sale/flat/298170350/
27000000;;NWAR;129;;6;23;2005;0;0;;4;https://www.cian.ru/sale/flat/289905417/
27000000;15;EAR;85,4;55,8;1;5;1955;0;0;;4;https://www.cian.ru/sale/flat/301076479/
27000000;7;NAR;109,5;76,3;6;8;1956;0;0;;4;https://www.cian.ru/sale/flat/296014019/
27000000;20;NAR;91;62,1;1;15;2000;0;0;2,6;4;https://www.cian.ru/sale/flat/297958646/
27000000;4;WAR;126;69;12;17;2003;0;0;2,7;4;https://www.cian.ru/sale/flat/295811839/
27000000;5;EAR;110;70,6;2;5;1953;0;0;3,2;4;https://www.cian.ru/sale/flat/299145889/
27000000;4;NAR;96,8;68,8;2;5;1956;0;0;3,2;4;https://www.cian.ru/sale/flat/300472649/
27000000;1;SWAR;100;59,4;1;17;2003;0;0;2,64;4;https://www.cian.ru/sale/flat/300968852/
27004194;30;WAR;76,5;34,5;30;34;2023;1;0;2,62;3;https://www.cian.ru/sale/flat/300679291/
27050593;24;SAR;42,14;17,2;10;29;2023;1;0;3;1;https://www.cian.ru/sale/flat/296831918/
27080000;4;NAR;99,6;71,2;3;5;1957;0;0;3,05;4;https://www.cian.ru/sale/flat/296566874/
27082583;2;EAR;83,34;62,2;1;20;2024;1;0;;3;https://www.cian.ru/sale/flat/297151027/
27200000;13;NEAR;101,8;63,6;21;22;;0;0;;4;https://www.cian.ru/sale/flat/299740534/
27200000;15;NWAR;80,2;52,6;2;12;;0;0;2,64;4;https://www.cian.ru/sale/flat/300574438/
27261998;5;WAR;49,27;;11;57;2024;1;0;2,9;1;https://www.cian.ru/sale/flat/299901667/
27281980;5;WAR;92,2;;9;25;2021;1;0;2,63;4;https://www.cian.ru/sale/flat/299449788/
27300000;8;NEAR;90;58;6;25;1968;0;0;2,8;4;https://www.cian.ru/sale/flat/297945043/
27332367;7;SAR;46,1;12,4;17;22;2023;1;0;3,15;1;https://www.cian.ru/sale/flat/293204368/
27344041;26;SAR;69,6;;9;13;2024;1;0;2,97;2;https://www.cian.ru/sale/flat/297055267/
27345000;14;SEAR;63;30;8;30;;0;0;2,8;2;https://www.cian.ru/sale/flat/299459113/
27361800;12;NWAR;48,6;17,2;14;21;2023;1;0;3,1;1;https://www.cian.ru/sale/flat/299168040/
27379000;8;WAR;47,2;12;2;31;2023;0;0;3;1;https://www.cian.ru/sale/flat/299207021/
27400000;4;NEAR;83,3;50;1;4;2015;0;0;3,3;3;https://www.cian.ru/sale/flat/284287955/
27400000;3;CAR;90;53;3;6;1938;0;0;3,2;3;https://www.cian.ru/sale/flat/300185601/
27400000;14;SWAR;100;57,3;17;25;1990;0;0;2,7;4;https://www.cian.ru/sale/flat/298494048/
27447668;5;SAR;65,55;34,4;26;26;2023;1;0;2,87;2;https://www.cian.ru/sale/flat/290283240/
27450000;7;CAR;54,8;35,7;2;8;;0;0;3,2;2;https://www.cian.ru/sale/flat/285582701/
27499900;20;SAR;57,7;23,2;8;46;2023;0;0;3;2;https://www.cian.ru/sale/flat/300662395/
27500000;5;NWAR;64;27,1;17;44;2023;1;0;;2;https://www.cian.ru/sale/flat/299303429/
27500000;13;SAR;63;24;2;20;2024;1;0;3,9;2;https://www.cian.ru/sale/flat/299605376/
27500000;19;NEAR;66;30,9;7;35;2023;0;0;3,1;2;https://www.cian.ru/sale/flat/300590078/
27500000;7;WAR;72;36;7;25;;0;0;2,9;2;https://www.cian.ru/sale/flat/299068349/
27500000;17;NAR;72;40;3;27;;0;0;;2;https://www.cian.ru/sale/flat/293847148/
27500000;18;WAR;48,9;15,8;4;36;2024;1;0;3,2;1;https://www.cian.ru/sale/flat/300607842/
27500000;9;WAR;50;25;12;21;;0;0;;1;https://www.cian.ru/sale/flat/293328305/
27500000;15;CAR;45;20;8;9;2014;0;1;;1;https://www.cian.ru/sale/flat/294833419/
27500000;11;NEAR;85,4;48;31;32;2023;1;0;;3;https://www.cian.ru/sale/flat/297677038/
27500000;5;WAR;74,4;;1;8;;0;0;;3;https://www.cian.ru/sale/flat/285287486/
27500000;6;WAR;81;53;28;32;2022;0;0;2,62;4;https://www.cian.ru/sale/flat/299303288/
27500000;11;NAR;90;70;6;7;1929;0;0;3;4;https://www.cian.ru/sale/flat/300603788/
27500000;13;SAR;89,3;;2;16;1983;0;0;;4;https://www.cian.ru/sale/flat/280196078/
27500000;12;NAR;67,3;48;1;5;1958;0;0;3;4;https://www.cian.ru/sale/flat/300431242/
27599663;2;SWAR;61,9;;7;25;2024;1;0;3,65;2;https://www.cian.ru/sale/flat/294886677/
27623332;7;NAR;66,1;40,9;2;8;2023;1;0;3,25;3;https://www.cian.ru/sale/flat/298334663/
27660000;28;WAR;44,6;13,8;13;14;2023;1;0;3;1;https://www.cian.ru/sale/flat/296277976/
27663447;5;NWAR;66,97;;39;52;2024;1;0;2,85;2;https://www.cian.ru/sale/flat/294936820/
27670000;5;NWAR;48,3;25,3;17;30;2024;1;0;3,2;2;https://www.cian.ru/sale/flat/299150234/
27697945;2;EAR;67,44;37,7;6;20;2024;1;0;;3;https://www.cian.ru/sale/flat/299141840/
27700000;7;CAR;48,1;;10;10;;0;0;;2;https://www.cian.ru/sale/flat/300440370/
27738753;30;WAR;73,5;37,3;23;33;2023;1;0;2,62;3;https://www.cian.ru/sale/flat/300679491/
27780000;5;WAR;68,8;48,6;4;5;1929;0;0;3;4;https://www.cian.ru/sale/flat/281954502/
27800000;18;WAR;46,9;;32;41;2024;1;0;3,25;2;https://www.cian.ru/sale/flat/298664674/
27800000;18;SEAR;106,5;65,6;9;23;2007;0;0;2,64;4;https://www.cian.ru/sale/flat/299152916/
27813044;4;NWAR;62,09;29,6;51;52;2024;1;0;2,85;2;https://www.cian.ru/sale/flat/285042234/
27883620;4;CAR;51,7;22,1;6;10;2024;1;1;3;1;https://www.cian.ru/sale/flat/295316322/
27900000;17;SWAR;93;63;3;8;;0;0;;3;https://www.cian.ru/sale/flat/299032781/
27900000;7;NEAR;120;85;23;24;1994;0;0;2,8;4;https://www.cian.ru/sale/flat/300610236/
27900000;3;SAR;100,6;58;22;22;1985;0;0;2,64;4;https://www.cian.ru/sale/flat/300949113/
27900000;8;SWAR;91,3;60;6;14;1991;0;0;2,65;4;https://www.cian.ru/sale/flat/292746615/
27931636;3;NWAR;49,3;19,7;4;19;2011;0;0;3;2;https://www.cian.ru/sale/flat/296473523/
27940000;27;WAR;44;14,2;12;14;2023;1;0;3;1;https://www.cian.ru/sale/flat/299262118/
27950000;7;NAR;82;65;4;6;;0;0;;4;https://www.cian.ru/sale/flat/300860178/
27962000;4;WAR;90,2;49,9;5;12;2022;1;1;3;3;https://www.cian.ru/sale/flat/295043457/
27970000;18;WAR;54,6;;15;41;2024;0;0;3,3;2;https://www.cian.ru/sale/flat/300016363/
27984400;5;SWAR;43;;35;42;2024;1;0;3;2;https://www.cian.ru/sale/flat/300672653/
27990000;12;NWAR;58;;7;21;;0;1;;2;https://www.cian.ru/sale/flat/300457892/
27990000;5;WAR;61,6;;22;42;2021;0;0;;2;https://www.cian.ru/sale/flat/295316100/
27990000;10;NAR;82,2;41,1;31;32;2023;1;0;2,75;3;https://www.cian.ru/sale/flat/294513406/
27999000;7;;43;;5;6;2016;0;1;3,1;2;https://www.cian.ru/sale/flat/300863009/
27999000;7;NAR;43;;5;6;;0;1;;1;https://www.cian.ru/sale/flat/293718260/
27999999;14;SEAR;86;;3;8;2019;0;0;2,8;4;https://www.cian.ru/sale/flat/291552965/
27999999;9;CAR;73,4;57,7;5;5;1932;0;0;3;4;https://www.cian.ru/sale/flat/299291660/
28000000;15;NWAR;65;32;3;13;2023;1;0;;2;https://www.cian.ru/sale/flat/298696548/
28000000;16;SAR;55,8;;2;21;2024;1;0;2,87;2;https://www.cian.ru/sale/flat/299659728/
28000000;19;SEAR;72,3;38,7;9;20;2023;1;0;3,1;2;https://www.cian.ru/sale/flat/295408791/
28000000;5;NWAR;60,9;;10;43;2023;0;0;;2;https://www.cian.ru/sale/flat/298003416/
28000000;11;NWAR;60,1;;2;17;2014;0;0;;2;https://www.cian.ru/sale/flat/299942097/
28000000;9;CAR;52,5;31,2;10;12;;0;0;;2;https://www.cian.ru/sale/flat/300477880/
28000000;10;NAR;61,4;;6;24;2007;0;0;3,1;2;https://www.cian.ru/sale/flat/297839099/
28000000;8;CAR;45;35;6;12;1970;0;0;2,5;2;https://www.cian.ru/sale/flat/300300975/
28000000;10;WAR;68,8;;32;33;2023;0;0;2,7;2;https://www.cian.ru/sale/flat/299027332/
28000000;7;CAR;45;15;6;10;2019;0;0;3;2;https://www.cian.ru/sale/flat/296904237/
28000000;18;NWAR;65,7;28,5;18;41;2021;1;0;;1;https://www.cian.ru/sale/flat/296739976/
28000000;18;WAR;50;30;15;20;2024;1;0;3,2;1;https://www.cian.ru/sale/flat/296522785/
28000000;3;WAR;50;30;16;23;;0;0;3;1;https://www.cian.ru/sale/flat/299141019/
28000000;;SAR;77;43,5;15;24;2022;0;0;2,7;3;https://www.cian.ru/sale/flat/300196050/
28000000;7;NWAR;76;46;3;16;1981;0;0;2,64;3;https://www.cian.ru/sale/flat/300651657/
28000000;9;NEAR;77;46;12;14;2010;0;0;2,65;3;https://www.cian.ru/sale/flat/299672279/
28000000;6;WAR;60;30;9;10;;0;0;2,65;3;https://www.cian.ru/sale/flat/300364688/
28000000;13;SWAR;81;46,6;6;14;2008;0;0;2,75;3;https://www.cian.ru/sale/flat/299325164/
28000000;15;WAR;61,2;;10;16;2018;0;1;3;3;https://www.cian.ru/sale/flat/298334197/
28000000;18;NAR;77;49,4;7;21;;0;1;;3;https://www.cian.ru/sale/flat/293036101/
28000000;3;NEAR;98,5;59;13;22;1997;0;0;2,64;4;https://www.cian.ru/sale/flat/298049834/
28000000;6;WAR;85,5;60,7;11;32;2022;0;0;2,62;4;https://www.cian.ru/sale/flat/299255382/
28000000;5;NAR;96,7;67,1;3;5;;0;0;3;4;https://www.cian.ru/sale/flat/300012231/
28000000;5;SEAR;100;63,6;3;17;2003;0;0;2,65;4;https://www.cian.ru/sale/flat/300616387/
28000000;11;CAR;80,9;56,4;8;8;1957;0;0;3,2;4;https://www.cian.ru/sale/flat/297372127/
28000000;5;WAR;68,8;48,9;4;5;1929;0;0;3;4;https://www.cian.ru/sale/flat/274996970/
28000000;15;NEAR;91;64;4;14;2006;0;0;2,65;4;https://www.cian.ru/sale/flat/300522057/
28070000;5;NWAR;64;28;13;29;2023;0;0;;3;https://www.cian.ru/sale/flat/300834187/
28100000;8;SEAR;60,6;27,7;8;24;2019;1;0;;2;https://www.cian.ru/sale/flat/295669650/
28141244;10;WAR;68,27;42,9;25;30;2023;1;0;3,3;3;https://www.cian.ru/sale/flat/297984309/
28162946;17;NAR;52,6;36,2;22;27;2022;0;0;3,1;2;https://www.cian.ru/sale/flat/296976502/
28174549;24;WAR;75,3;43,8;18;21;2023;1;0;2,74;2;https://www.cian.ru/sale/flat/292337487/
28198410;26;NWAR;71,8;31,2;3;25;2024;1;0;3,02;2;https://www.cian.ru/sale/flat/298401426/
28200000;15;EAR;99,4;;15;21;2022;0;1;3;3;https://www.cian.ru/sale/flat/300817839/
28200000;17;WAR;108;65,1;5;17;;0;0;;4;https://www.cian.ru/sale/flat/294765524/
28250000;4;WAR;63,9;38,8;20;28;2021;0;0;3;2;https://www.cian.ru/sale/flat/299941236/
28266000;18;WAR;47;;27;41;2024;1;0;3,25;2;https://www.cian.ru/sale/flat/300867229/
28300000;14;SAR;55;28;5;14;2022;0;0;3,1;2;https://www.cian.ru/sale/flat/300545062/
28300000;15;WAR;60;;22;29;2022;0;0;;3;https://www.cian.ru/sale/flat/297380955/
28300000;9;SWAR;92,7;64;2;17;2001;0;0;2,64;4;https://www.cian.ru/sale/flat/298283879/
28300000;11;SEAR;86;;2;9;2018;0;0;;4;https://www.cian.ru/sale/flat/300586877/
28300000;11;NAR;80;54;3;5;1957;0;0;3,2;4;https://www.cian.ru/sale/flat/296950596/
28302558;5;NWAR;58,39;;52;52;2024;1;0;2,85;2;https://www.cian.ru/sale/flat/285041610/
28335216;13;NAR;53,5;36,2;23;27;2022;1;0;3;2;https://www.cian.ru/sale/flat/271319286/
28335216;17;NAR;53,5;36,2;23;27;2022;0;0;3;2;https://www.cian.ru/sale/flat/294739592/
28341300;12;NWAR;50,7;18,2;11;21;2023;1;0;3,1;1;https://www.cian.ru/sale/flat/299168036/
28375022;5;SAR;69,7;;2;24;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/300783117/
28400000;19;SEAR;105,7;64,4;14;23;2008;0;0;3;4;https://www.cian.ru/sale/flat/298170409/
28436974;17;NWAR;60;29,5;16;16;2024;1;0;3,02;2;https://www.cian.ru/sale/flat/292809866/
28498400;25;WAR;72,7;34,7;32;33;2023;1;0;2,62;3;https://www.cian.ru/sale/flat/300679627/
28500000;5;NWAR;59,5;28,8;14;44;2023;1;0;;2;https://www.cian.ru/sale/flat/295291741/
28500000;11;SEAR;69,8;29,3;13;22;2023;1;0;;2;https://www.cian.ru/sale/flat/297146596/
28500000;13;SWAR;122,7;42,1;7;8;2000;0;0;;2;https://www.cian.ru/sale/flat/298375248/
28500000;3;WAR;44;;14;28;2020;0;0;3;2;https://www.cian.ru/sale/flat/300617338/
28500000;1;NAR;60,5;;4;30;2021;0;0;3;2;https://www.cian.ru/sale/flat/300207271/
28500000;18;NWAR;50,5;;18;22;2023;0;0;;1;https://www.cian.ru/sale/flat/300914382/
28500000;14;NEAR;78,2;54,5;2;16;2023;0;0;2,65;3;https://www.cian.ru/sale/flat/298805434/
28500000;3;WAR;74;50,5;10;17;;0;0;;3;https://www.cian.ru/sale/flat/300384258/
28500000;12;NEAR;101,4;;19;22;1995;0;0;2,64;4;https://www.cian.ru/sale/flat/299181770/
28500000;6;SAR;98,7;63,4;3;22;1992;0;0;2,66;4;https://www.cian.ru/sale/flat/299479448/
28500000;3;CAR;76,5;54,7;7;7;1929;0;0;3,3;4;https://www.cian.ru/sale/flat/300744172/
28500000;5;NAR;82,5;56;4;8;1959;0;0;2,8;4;https://www.cian.ru/sale/flat/296773542/
28500000;6;SAR;98;64;3;22;1992;0;0;;4;https://www.cian.ru/sale/flat/298329410/
28500000;16;SWAR;95;60;14;22;1994;0;0;2,64;4;https://www.cian.ru/sale/flat/300458797/
28657590;11;SWAR;59,1;31,4;27;34;2023;1;0;3;2;https://www.cian.ru/sale/flat/300673465/
28676315;17;SEAR;77,9;38,2;22;29;2024;1;0;2,87;3;https://www.cian.ru/sale/flat/300575207/
28700000;20;SWAR;63;30;20;42;;0;0;;2;https://www.cian.ru/sale/flat/296594564/
28700000;9;EAR;60,3;;2;16;;0;0;3,4;2;https://www.cian.ru/sale/flat/292881456/
28700000;8;SAR;55,3;;3;16;2018;0;0;3;2;https://www.cian.ru/sale/flat/292520693/
28700000;1;NEAR;67;42,6;21;23;2020;0;0;3,1;3;https://www.cian.ru/sale/flat/300819799/
28711400;17;NWAR;44,5;16,8;39;43;2023;1;0;3,15;1;https://www.cian.ru/sale/flat/299742678/
28750000;11;SEAR;79;45,3;13;14;2012;0;0;;3;https://www.cian.ru/sale/flat/299964126/
28771200;19;NWAR;86,4;;3;4;2014;0;1;3;4;https://www.cian.ru/sale/flat/300094878/
28773800;16;NWAR;63,8;;2;6;2023;1;1;3,24;2;https://www.cian.ru/sale/flat/299370739/
28779047;5;NWAR;83,45;40,1;13;52;2024;1;0;2,85;3;https://www.cian.ru/sale/flat/294936799/
28800000;18;SAR;60;32;38;40;2023;0;0;3,2;2;https://www.cian.ru/sale/flat/299324414/
28800000;20;SWAR;66;28;8;42;;0;0;3;2;https://www.cian.ru/sale/flat/300771933/
28800000;5;NWAR;56,4;28,7;6;19;2022;0;0;3,1;2;https://www.cian.ru/sale/flat/280701152/
28800000;11;SAR;70;49,2;3;20;2023;1;0;;3;https://www.cian.ru/sale/flat/300133730/
28800000;15;NWAR;64;38,2;17;44;2023;1;0;3;3;https://www.cian.ru/sale/flat/298824506/
28807461;9;WAR;79,02;54,6;24;30;2023;1;0;3,3;3;https://www.cian.ru/sale/flat/297984160/
28827070;8;NAR;69,4;42,8;7;35;2023;1;0;3,1;3;https://www.cian.ru/sale/flat/298334722/
28890000;15;EAR;99,9;53,4;3;21;;0;1;;3;https://www.cian.ru/sale/flat/297191675/
28890000;15;WAR;103;61;5;7;1950;0;0;3,2;4;https://www.cian.ru/sale/flat/300098664/
28891281;27;SAR;47,1;19,2;15;15;2023;1;0;3,15;1;https://www.cian.ru/sale/flat/293204364/
28900000;9;SAR;61;25;18;22;2023;1;0;;2;https://www.cian.ru/sale/flat/300707095/
28900000;8;SAR;62,81;;14;22;2023;1;0;;2;https://www.cian.ru/sale/flat/299114283/
28900000;20;SAR;42,4;;19;48;2023;0;0;3;2;https://www.cian.ru/sale/flat/300165837/
28900000;2;WAR;71;;13;29;;0;1;;2;https://www.cian.ru/sale/flat/296471200/
28900000;8;WAR;50;;18;44;2022;0;0;3,1;2;https://www.cian.ru/sale/flat/299647198/
28900000;5;NWAR;65,6;;12;36;2021;0;0;3,2;2;https://www.cian.ru/sale/flat/298752696/
28900000;12;SEAR;88;50,1;4;9;2019;0;0;2,8;3;https://www.cian.ru/sale/flat/298462132/
28900000;19;NWAR;92,6;47;2;17;2017;0;0;2,8;3;https://www.cian.ru/sale/flat/299030863/
28900000;8;EAR;96;62;6;9;2023;0;0;2,8;4;https://www.cian.ru/sale/flat/297427817/
28900000;8;SAR;84,2;60,5;2;5;;0;0;;4;https://www.cian.ru/sale/flat/297457040/
28900000;7;NAR;135,8;89;1;8;1941;0;0;;4;https://www.cian.ru/sale/flat/289680630/
28965519;5;SWAR;62,7;;18;25;2024;1;0;3,17;3;https://www.cian.ru/sale/flat/296330609/
28990000;4;NWAR;55,1;;17;47;2023;0;0;3,1;2;https://www.cian.ru/sale/flat/300556401/
28990000;9;CAR;49,8;27,1;6;22;2024;0;0;3,25;2;https://www.cian.ru/sale/flat/297677928/
28990000;9;CAR;50;18;6;22;2021;0;0;4;1;https://www.cian.ru/sale/flat/286010224/
28999000;5;CAR;43,4;;5;7;1933;0;0;3,2;2;https://www.cian.ru/sale/flat/300542685/
29000000;11;SEAR;73,2;;11;20;2023;1;0;3;2;https://www.cian.ru/sale/flat/286679691/
29000000;7;SWAR;60,5;;7;34;2023;1;0;;2;https://www.cian.ru/sale/flat/296529745/
